Time,Angle,Distance
1914, 76.86, 0.00, 
1915, 78.02, 2740.00, 
1916, 79.19, 2743.00, 
1916, 80.36, 2750.50, 
1917, 81.52, 2771.50, 
1918, 82.64, 2792.50, 
1918, 83.80, 2807.50, 
1919, 84.98, 2831.00, 
1920, 86.14, 2859.50, 
1920, 87.30, 450.25, 
1921, 121.28, 842.25, 
1922, 122.34, 851.25, 
1922, 123.59, 857.25, 
1923, 124.69, 874.00, 
1923, 132.20, 0.00, 
1924, 125.86, 0.00, 
1925, 127.03, 3022.00, 
1925, 128.19, 3031.00, 
1926, 129.34, 3041.50, 
1927, 130.50, 3049.25, 
1927, 131.67, 3055.50, 
1928, 132.92, 0.00, 
1929, 134.02, 0.00, 
1929, 135.20, 3053.50, 
1930, 136.39, 0.00, 
1931, 145.05, 0.00, 
1931, 146.20, 0.00, 
1932, 139.84, 0.00, 
1933, 141.44, 0.00, 
1933, 142.69, 0.00, 
1934, 143.86, 0.00, 
1935, 145.06, 0.00, 
1935, 146.30, 13974.00, 
1936, 178.08, 1062.50, 
1936, 179.31, 1048.75, 
1937, 180.53, 1036.75, 
1938, 181.73, 1026.25, 
1938, 182.89, 1015.75, 
1939, 184.03, 1003.75, 
1940, 185.23, 993.50, 
1940, 186.41, 985.00, 
1941, 194.13, 0.00, 
1942, 188.73, 992.00, 
1942, 188.52, 0.00, 
1943, 197.64, 0.00, 
1944, 198.80, 0.00, 
1944, 199.97, 0.00, 
1945, 201.14, 0.00, 
1946, 195.75, 0.00, 
1946, 203.48, 0.00, 
1947, 204.66, 0.00, 
1948, 205.83, 0.00, 
1948, 206.98, 0.00, 
1949, 208.16, 0.00, 
1950, 209.33, 0.00, 
1950, 210.52, 0.00, 
1951, 31.69, 30.25, 
1972, 243.28, 0.00, 
1973, 244.45, 0.00, 
1974, 245.61, 0.00, 
1974, 246.78, 0.00, 
1975, 247.95, 0.00, 
1976, 249.12, 0.00, 
1976, 250.30, 0.00, 
1977, 251.47, 0.00, 
1978, 252.64, 0.00, 
1978, 253.80, 0.00, 
1979, 254.98, 0.00, 
1980, 256.14, 0.00, 
1980, 257.31, 0.00, 
1981, 258.44, 0.00, 
1981, 259.61, 0.00, 
1982, 260.78, 0.00, 
1983, 261.94, 0.00, 
1983, 263.11, 0.00, 
1984, 264.28, 0.00, 
1985, 265.44, 0.00, 
1985, 266.61, 0.00, 
1986, 267.78, 0.00, 
1987, 268.95, 0.00, 
1987, 270.11, 0.00, 
1988, 271.28, 0.00, 
1989, 272.45, 0.00, 
1989, 273.62, 0.00, 
1990, 274.78, 0.00, 
1991, 275.95, 0.00, 
1991, 277.13, 0.00, 
1992, 278.30, 0.00, 
1993, 279.45, 0.00, 
1993, 280.62, 0.00, 
1994, 281.80, 0.00, 
1995, 282.92, 0.00, 
1995, 284.09, 0.00, 
1996, 285.27, 0.00, 
1997, 286.42, 0.00, 
1997, 287.59, 0.00, 
1998, 288.77, 0.00, 
1998, 289.92, 0.00, 
1999, 291.09, 0.00, 
2000, 292.25, 0.00, 
2000, 293.42, 0.00, 
2001, 294.58, 0.00, 
2002, 295.75, 0.00, 
2002, 296.92, 0.00, 
2003, 298.08, 0.00, 
2004, 299.25, 0.00, 
2004, 300.42, 0.00, 
2005, 301.58, 0.00, 
2006, 302.75, 0.00, 
2006, 303.91, 0.00, 
2007, 305.08, 0.00, 
2008, 306.31, 0.00, 
2008, 307.48, 0.00, 
2009, 308.64, 0.00, 
2009, 309.81, 0.00, 
2010, 310.98, 0.00, 
2011, 312.16, 0.00, 
2011, 313.33, 0.00, 
2012, 314.50, 0.00, 
2013, 315.66, 0.00, 
2013, 316.83, 0.00, 
2014, 318.00, 0.00, 
2015, 319.17, 0.00, 
2015, 320.34, 0.00, 
2016, 321.50, 0.00, 
2017, 322.67, 0.00, 
2017, 323.84, 0.00, 
2018, 325.02, 0.00, 
2019, 351.91, 671.00, 
2019, 352.94, 684.00, 
2020, 354.25, 698.75, 
2021, 355.28, 715.00, 
2021, 356.31, 732.25, 
2022, 357.45, 750.50, 
2023, 358.67, 770.50, 
2023, 359.80, 791.00, 
2024, 0.84, 812.75, 
2046, 2.02, 837.50, 
2047, 3.11, 863.50, 
2048, 10.61, 0.00, 
2049, 11.78, 0.00, 
2050, 6.17, 0.00, 
2050, 14.13, 0.00, 
2051, 15.28, 0.00, 
2052, 9.55, 0.00, 
2052, 17.62, 0.00, 
2053, 18.78, 0.00, 
2053, 12.86, 0.00, 
2054, 21.09, 0.00, 
2055, 22.27, 0.00, 
2055, 23.44, 0.00, 
2056, 77.97, 2736.00, 
2057, 79.11, 2742.00, 
2057, 80.33, 2751.00, 
2058, 81.45, 2768.75, 
2059, 82.61, 2791.25, 
2059, 83.78, 2807.25, 
2060, 84.95, 2830.75, 
2061, 86.09, 2859.00, 
2061, 87.30, 2882.75, 
2062, 88.42, 2909.00, 
2063, 89.61, 2936.75, 
2063, 90.75, 2963.00, 
2064, 91.92, 2980.75, 
2065, 93.05, 0.00, 
2065, 94.23, 3411.75, 
2066, 102.95, 0.00, 
2066, 104.11, 0.00, 
2067, 97.64, 0.00, 
2068, 106.45, 0.00, 
2068, 107.63, 0.00, 
2069, 101.06, 0.00, 
2070, 102.22, 0.00, 
2070, 111.12, 0.00, 
2071, 105.64, 0.00, 
2072, 106.83, 1074.00, 
2072, 107.97, 1065.75, 
2073, 109.20, 1063.25, 
2074, 110.56, 0.00, 
2074, 111.69, 890.75, 
2075, 112.97, 883.25, 
2076, 114.08, 869.00, 
2076, 115.25, 862.75, 
2077, 116.52, 870.50, 
2077, 117.66, 879.75, 
2078, 118.67, 893.50, 
2079, 126.28, 0.00, 
2079, 119.98, 0.00, 
2080, 121.08, 0.00, 
2081, 122.27, 3012.50, 
2081, 123.42, 3009.75, 
2082, 124.61, 3012.50, 
2083, 125.77, 3018.75, 
2083, 126.94, 3021.75, 
2084, 128.11, 3028.50, 
2085, 129.27, 3039.50, 
2085, 130.44, 3048.75, 
2086, 131.58, 3059.50, 
2087, 132.83, 6431.25, 
2087, 202.14, 0.00, 
2088, 203.31, 0.00, 
2089, 204.47, 0.00, 
2089, 205.64, 0.00, 
2090, 206.81, 0.00, 
2091, 207.97, 0.00, 
2091, 209.14, 0.00, 
2092, 210.30, 0.00, 
2092, 211.45, 0.00, 
2093, 212.63, 0.00, 
2094, 213.80, 0.00, 
2094, 214.95, 0.00, 
2095, 216.12, 0.00, 
2096, 217.30, 0.00, 
2096, 218.47, 0.00, 
2097, 219.62, 0.00, 
2098, 220.80, 0.00, 
2098, 221.97, 0.00, 
2099, 223.13, 0.00, 
2100, 224.30, 0.00, 
2100, 225.45, 0.00, 
2101, 226.62, 0.00, 
2102, 227.80, 0.00, 
2102, 228.95, 0.00, 
2103, 230.12, 0.00, 
2104, 231.30, 0.00, 
2104, 232.45, 0.00, 
2105, 233.63, 0.00, 
2105, 234.78, 0.00, 
2106, 235.95, 0.00, 
2107, 237.12, 0.00, 
2107, 238.28, 0.00, 
2108, 239.45, 0.00, 
2109, 240.62, 0.00, 
2109, 241.78, 0.00, 
2110, 242.95, 0.00, 
2111, 244.11, 0.00, 
2111, 245.28, 0.00, 
2112, 246.45, 0.00, 
2113, 247.61, 0.00, 
2113, 248.78, 0.00, 
2114, 249.94, 0.00, 
2115, 251.11, 0.00, 
2115, 252.28, 0.00, 
2116, 253.44, 0.00, 
2117, 254.61, 0.00, 
2117, 255.78, 0.00, 
2118, 256.94, 0.00, 
2118, 258.13, 0.00, 
2119, 259.30, 0.00, 
2120, 260.45, 0.00, 
2120, 261.62, 0.00, 
2121, 262.80, 0.00, 
2122, 263.95, 0.00, 
2122, 265.12, 0.00, 
2123, 266.30, 0.00, 
2124, 267.47, 0.00, 
2124, 268.63, 0.00, 
2125, 269.80, 0.00, 
2126, 270.97, 0.00, 
2126, 272.12, 0.00, 
2127, 273.30, 0.00, 
2128, 274.47, 0.00, 
2128, 275.62, 0.00, 
2129, 276.80, 0.00, 
2129, 277.97, 0.00, 
2130, 279.14, 0.00, 
2131, 280.30, 0.00, 
2131, 281.47, 0.00, 
2132, 282.56, 0.00, 
2133, 283.73, 0.00, 
2133, 284.89, 0.00, 
2134, 286.06, 0.00, 
2135, 287.23, 0.00, 
2135, 288.39, 0.00, 
2136, 289.55, 0.00, 
2137, 290.72, 0.00, 
2137, 291.88, 0.00, 
2138, 293.05, 0.00, 
2139, 294.20, 0.00, 
2139, 295.37, 0.00, 
2140, 296.53, 0.00, 
2140, 297.70, 0.00, 
2141, 298.86, 0.00, 
2142, 300.03, 0.00, 
2142, 301.19, 0.00, 
2143, 302.36, 0.00, 
2144, 303.52, 0.00, 
2144, 304.67, 0.00, 
2145, 305.84, 0.00, 
2146, 307.08, 0.00, 
2146, 308.23, 0.00, 
2147, 309.41, 0.00, 
2148, 310.58, 0.00, 
2148, 311.73, 0.00, 
2149, 1.33, 3968.00, 
2185, 338.83, 1189.75, 
2186, 340.02, 1186.00, 
2186, 341.22, 0.00, 
2187, 342.62, 0.00, 
2188, 343.91, 0.00, 
2188, 345.20, 0.00, 
2189, 346.53, 0.00, 
2189, 347.94, 0.00, 
2190, 349.17, 0.00, 
2191, 350.38, 672.50, 
2191, 351.48, 667.50, 
2192, 352.64, 677.50, 
2193, 353.77, 693.00, 
2193, 354.78, 710.25, 
2194, 356.08, 726.50, 
2195, 357.03, 743.50, 
2195, 358.17, 762.75, 
2196, 359.36, 782.75, 
2197, 0.50, 805.25, 
2212, 1.53, 828.75, 
2212, 2.69, 852.50, 
2213, 3.78, 0.00, 
2214, 4.56, 0.00, 
2214, 5.73, 1241.75, 
2215, 6.91, 1232.00, 
2216, 7.95, 0.00, 
2216, 9.11, 1342.00, 
2217, 17.20, 0.00, 
2218, 18.36, 0.00, 
2218, 12.45, 0.00, 
2219, 20.67, 0.00, 
2219, 21.84, 0.00, 
2220, 16.39, 0.00, 
2221, 24.19, 0.00, 
2221, 25.34, 0.00, 
2222, 26.52, 0.00, 
2223, 21.08, 1091.25, 
2223, 22.23, 1084.25, 
2224, 23.31, 1082.25, 
2225, 31.19, 0.00, 
2225, 25.72, 1075.25, 
2226, 26.91, 1068.00, 
2227, 28.06, 1068.50, 
2227, 29.20, 1070.25, 
2228, 30.42, 1068.25, 
2229, 31.55, 1061.50, 
2229, 32.77, 1055.50, 
2230, 40.53, 0.00, 
2231, 41.70, 0.00, 
2231, 35.58, 0.00, 
2232, 44.08, 0.00, 
2232, 45.25, 0.00, 
2233, 38.91, 0.00, 
2234, 47.58, 0.00, 
2234, 48.75, 0.00, 
2235, 42.58, 0.00, 
2236, 43.80, 2139.25, 
2236, 44.53, 0.00, 
2237, 45.70, 5440.25, 
2238, 46.86, 5479.25, 
2238, 47.97, 0.00, 
2239, 56.94, 0.00, 
2240, 50.31, 0.00, 
2240, 51.50, 0.00, 
2241, 52.67, 0.00, 
2242, 53.86, 0.00, 
2242, 55.03, 0.00, 
2243, 56.22, 0.00, 
2244, 57.41, 0.00, 
2244, 58.58, 0.00, 
2245, 180.58, 3972.50, 
2246, 153.95, 1205.75, 
2263, 155.06, 1222.50, 
2264, 156.22, 1237.50, 
2265, 157.37, 1255.25, 
2265, 158.58, 1274.50, 
2266, 159.72, 1294.25, 
2267, 160.81, 1314.75, 
2267, 162.02, 1331.00, 
2268, 163.25, 1323.25, 
2269, 164.37, 1294.50, 
2269, 165.61, 1267.50, 
2270, 166.75, 1241.75, 
2270, 167.97, 1218.75, 
2271, 169.16, 1196.00, 
2272, 170.36, 1174.25, 
2272, 171.50, 1157.25, 
2273, 172.67, 1140.00, 
2274, 173.94, 1119.25, 
2274, 175.09, 1100.25, 
2275, 176.33, 1086.00, 
2276, 177.42, 1071.75, 
2276, 178.62, 1056.50, 
2277, 179.89, 1040.50, 
2278, 181.08, 1029.50, 
2278, 182.33, 1018.75, 
2279, 183.44, 1008.25, 
2280, 184.63, 999.25, 
2280, 185.75, 988.00, 
2281, 186.94, 980.75, 
2282, 188.92, 0.00, 
2282, 188.53, 0.00, 
2283, 197.00, 0.00, 
2284, 198.16, 0.00, 
2284, 199.33, 0.00, 
2285, 200.50, 0.00, 
2286, 201.67, 0.00, 
2286, 202.84, 0.00, 
2287, 204.02, 0.00, 
2287, 205.17, 0.00, 
2288, 206.34, 0.00, 
2289, 207.52, 0.00, 
2289, 208.69, 0.00, 
2290, 209.86, 0.00, 
2291, 210.98, 0.00, 
2291, 212.16, 0.00, 
2292, 1.33, 1472.50, 
2310, 305.34, 0.00, 
2310, 306.56, 0.00, 
2311, 307.73, 0.00, 
2312, 308.89, 0.00, 
2312, 310.06, 0.00, 
2313, 311.22, 0.00, 
2314, 312.39, 0.00, 
2314, 313.56, 0.00, 
2315, 314.73, 0.00, 
2316, 315.89, 0.00, 
2316, 317.05, 0.00, 
2317, 318.22, 0.00, 
2317, 319.39, 0.00, 
2318, 320.55, 0.00, 
2319, 321.72, 0.00, 
2319, 322.88, 0.00, 
2320, 324.05, 0.00, 
2321, 325.22, 0.00, 
2321, 326.37, 0.00, 
2322, 327.55, 0.00, 
2323, 328.72, 0.00, 
2323, 329.87, 0.00, 
2324, 331.13, 0.00, 
2325, 332.28, 0.00, 
2325, 333.45, 0.00, 
2326, 334.64, 0.00, 
2327, 335.80, 0.00, 
2327, 336.97, 0.00, 
2328, 338.14, 0.00, 
2328, 339.30, 0.00, 
2329, 340.47, 0.00, 
2330, 341.64, 0.00, 
2330, 342.81, 0.00, 
2331, 337.25, 0.00, 
2332, 338.36, 1186.00, 
2332, 339.58, 1198.50, 
2333, 340.86, 0.00, 
2334, 348.67, 0.00, 
2334, 349.83, 0.00, 
2335, 344.72, 0.00, 
2336, 346.22, 0.00, 
2336, 347.48, 0.00, 
2337, 348.72, 0.00, 
2338, 349.78, 0.00, 
2338, 351.03, 663.00, 
2339, 352.17, 672.25, 
2339, 353.19, 687.00, 
2340, 354.45, 703.25, 
2341, 355.48, 720.50, 
2341, 356.70, 737.00, 
2342, 357.75, 754.25, 
2343, 358.87, 773.00, 
2343, 359.98, 794.75, 
2344, 1.05, 818.00, 
2363, 2.27, 842.25, 
2364, 3.36, 867.50, 
2364, 10.84, 0.00, 
2365, 12.03, 0.00, 
2366, 6.42, 0.00, 
2366, 14.36, 0.00, 
2367, 8.56, 0.00, 
2367, 9.75, 1349.25, 
2368, 17.87, 0.00, 
2369, 18.98, 0.00, 
2369, 20.14, 0.00, 
2370, 21.31, 0.00, 
2371, 15.83, 0.00, 
2371, 23.64, 0.00, 
2372, 24.81, 0.00, 
2373, 25.98, 0.00, 
2373, 20.52, 2.25, 
2374, 50.92, 0.00, 
2375, 59.88, 0.00, 
2375, 53.28, 0.00, 
2376, 54.48, 0.00, 
2377, 55.66, 0.00, 
2377, 56.84, 0.00, 
2378, 58.03, 0.00, 
2379, 59.20, 0.00, 
2379, 60.39, 4740.50, 
2380, 61.56, 0.00, 
2380, 62.73, 4528.50, 
2381, 64.16, 0.00, 
2382, 65.30, 2543.50, 
2382, 73.91, 0.00, 
2383, 67.58, 0.00, 
2384, 68.73, 0.00, 
2384, 69.83, 0.00, 
2385, 70.97, 0.00, 
2386, 72.17, 3635.75, 
2386, 73.34, 3565.00, 
2387, 74.52, 3490.75, 
2388, 75.78, 0.00, 
2388, 76.98, 2717.50, 
2389, 78.14, 4674.25, 
2390, 147.23, 0.00, 
2390, 141.27, 0.00, 
2391, 142.50, 0.00, 
2392, 143.72, 0.00, 
2392, 144.95, 0.00, 
2393, 146.16, 0.00, 
2393, 147.33, 0.00, 
2394, 148.53, 0.00, 
2395, 149.73, 0.00, 
2395, 150.89, 1173.25, 
2396, 152.06, 1181.00, 
2397, 153.23, 1195.75, 
2397, 154.39, 1209.75, 
2398, 155.58, 1228.00, 
2399, 156.67, 1246.50, 
2399, 157.86, 1262.25, 
2400, 158.98, 1280.50, 
2401, 160.11, 1301.25, 
2401, 161.25, 1325.00, 
2402, 162.45, 1333.50, 
2403, 163.64, 1314.00, 
2403, 164.80, 1286.00, 
2404, 166.06, 1259.25, 
2405, 167.17, 1234.00, 
2405, 168.37, 1208.75, 
2406, 169.56, 1185.75, 
2407, 170.78, 1166.50, 
2407, 171.91, 1148.50, 
2408, 173.11, 1130.00, 
2408, 174.30, 1112.00, 
2409, 175.55, 1096.00, 
2410, 176.66, 1080.00, 
2410, 177.84, 1065.00, 
2411, 179.05, 1051.00, 
2412, 180.23, 1039.25, 
2412, 181.39, 1028.25, 
2413, 182.61, 1020.00, 
2414, 183.78, 1009.50, 
2414, 184.98, 996.00, 
2415, 186.16, 987.25, 
2416, 187.31, 980.50, 
2416, 188.81, 0.00, 
2417, 188.48, 0.00, 
2418, 197.31, 0.00, 
2418, 198.47, 0.00, 
2419, 199.64, 0.00, 
2420, 200.80, 0.00, 
2420, 233.41, 0.00, 
2421, 234.58, 0.00, 
2422, 235.75, 0.00, 
2422, 236.91, 0.00, 
2423, 238.08, 0.00, 
2424, 239.23, 0.00, 
2424, 240.41, 0.00, 
2425, 241.56, 0.00, 
2425, 242.73, 0.00, 
2426, 243.91, 0.00, 
2427, 245.06, 0.00, 
2427, 246.22, 0.00, 
2428, 247.39, 0.00, 
2429, 248.56, 0.00, 
2429, 249.72, 0.00, 
2430, 250.89, 0.00, 
2431, 252.05, 0.00, 
2431, 253.20, 0.00, 
2432, 254.38, 0.00, 
2433, 255.55, 0.00, 
2433, 256.70, 0.00, 
2434, 257.87, 0.00, 
2435, 259.05, 0.00, 
2435, 260.22, 0.00, 
2436, 261.37, 0.00, 
2437, 262.55, 0.00, 
2437, 263.70, 0.00, 
2438, 264.88, 0.00, 
2438, 266.03, 0.00, 
2439, 267.20, 0.00, 
2440, 268.36, 0.00, 
2440, 269.53, 0.00, 
2441, 270.70, 0.00, 
2442, 271.86, 0.00, 
2442, 273.03, 0.00, 
2443, 274.19, 0.00, 
2444, 275.36, 0.00, 
2444, 276.53, 0.00, 
2445, 277.69, 0.00, 
2446, 278.86, 0.00, 
2446, 280.02, 0.00, 
2447, 281.19, 0.00, 
2447, 282.22, 0.00, 
2448, 283.39, 0.00, 
2449, 284.55, 0.00, 
2449, 285.70, 0.00, 
2450, 286.86, 0.00, 
2451, 288.02, 0.00, 
2451, 289.19, 0.00, 
2452, 290.34, 0.00, 
2453, 291.50, 0.00, 
2453, 292.66, 0.00, 
2454, 293.81, 0.00, 
2455, 294.97, 0.00, 
2455, 296.12, 0.00, 
2456, 297.30, 0.00, 
2457, 298.45, 0.00, 
2457, 299.61, 0.00, 
2458, 300.77, 0.00, 
2459, 301.92, 0.00, 
2459, 303.09, 0.00, 
2460, 304.25, 0.00, 
2460, 305.41, 0.00, 
2461, 306.66, 0.00, 
2462, 307.81, 0.00, 
2462, 308.98, 0.00, 
2463, 310.14, 0.00, 
2464, 311.30, 0.00, 
2464, 312.47, 0.00, 
2465, 313.62, 0.00, 
2466, 314.80, 0.00, 
2466, 315.97, 0.00, 
2467, 317.11, 0.00, 
2468, 318.28, 0.00, 
2468, 319.45, 0.00, 
2469, 320.61, 0.00, 
2470, 321.77, 0.00, 
2470, 322.94, 0.00, 
2471, 324.09, 0.00, 
2471, 325.27, 0.00, 
2472, 326.42, 0.00, 
2473, 327.59, 0.00, 
2473, 328.75, 0.00, 
2474, 329.91, 0.00, 
2475, 331.16, 0.00, 
2475, 332.33, 0.00, 
2476, 333.48, 0.00, 
2477, 334.66, 0.00, 
2477, 335.81, 0.00, 
2478, 336.98, 0.00, 
2479, 338.16, 0.00, 
2479, 339.31, 0.00, 
2480, 340.48, 0.00, 
2481, 341.66, 0.00, 
2481, 338.00, 0.00, 
2482, 14.28, 0.00, 
2514, 15.44, 0.00, 
2515, 9.66, 0.00, 
2516, 17.77, 0.00, 
2516, 18.89, 0.00, 
2517, 20.03, 0.00, 
2518, 21.20, 0.00, 
2518, 15.69, 0.00, 
2519, 23.52, 0.00, 
2520, 24.69, 0.00, 
2520, 25.84, 0.00, 
2521, 20.36, 1085.75, 
2521, 21.56, 1085.75, 
2522, 22.66, 1083.50, 
2523, 23.86, 1076.00, 
2523, 25.05, 1075.00, 
2524, 26.16, 1076.25, 
2525, 27.28, 1073.25, 
2525, 28.53, 1069.00, 
2526, 29.63, 1066.25, 
2527, 30.84, 1053.00, 
2527, 32.00, 1044.50, 
2528, 33.16, 1063.50, 
2529, 40.95, 0.00, 
2529, 42.22, 0.00, 
2530, 36.05, 0.00, 
2531, 44.55, 0.00, 
2531, 45.72, 0.00, 
2532, 46.88, 0.00, 
2533, 48.06, 0.00, 
2533, 49.22, 0.00, 
2534, 43.05, 2123.75, 
2534, 44.22, 2149.75, 
2535, 44.98, 0.00, 
2536, 46.16, 5455.75, 
2536, 47.31, 5491.25, 
2537, 48.42, 0.00, 
2538, 49.59, 7496.25, 
2538, 50.78, 0.00, 
2539, 51.94, 0.00, 
2540, 53.14, 0.00, 
2540, 54.30, 0.00, 
2541, 55.47, 0.00, 
2542, 56.66, 0.00, 
2542, 57.84, 0.00, 
2543, 59.00, 0.00, 
2544, 60.19, 0.00, 
2544, 61.34, 7488.00, 
2545, 154.03, 1207.00, 
2546, 155.25, 1222.75, 
2546, 156.37, 1238.25, 
2547, 157.47, 1255.50, 
2547, 158.61, 1275.00, 
2548, 159.83, 1295.25, 
2549, 160.91, 1315.50, 
2549, 162.12, 1330.75, 
2550, 163.30, 1323.00, 
2551, 164.48, 1293.75, 
2551, 165.70, 1266.75, 
2552, 166.81, 1241.50, 
2553, 168.00, 1218.50, 
2553, 169.22, 1195.75, 
2554, 170.42, 1172.50, 
2555, 171.61, 1155.25, 
2555, 172.77, 1139.00, 
2556, 173.94, 1118.75, 
2557, 175.12, 1100.25, 
2557, 176.30, 1085.75, 
2558, 177.52, 1071.25, 
2559, 178.75, 1056.00, 
2559, 179.87, 1040.50, 
2560, 181.08, 1029.25, 
2561, 182.20, 1021.25, 
2561, 183.41, 1011.00, 
2562, 184.56, 999.75, 
2563, 185.69, 988.75, 
2563, 186.91, 981.00, 
2564, 188.92, 0.00, 
2565, 188.52, 0.00, 
2565, 196.92, 0.00, 
2566, 198.09, 0.00, 
2566, 199.25, 0.00, 
2567, 200.42, 0.00, 
2568, 201.58, 0.00, 
2568, 202.73, 0.00, 
2569, 203.91, 0.00, 
2570, 205.08, 0.00, 
2570, 206.23, 0.00, 
2571, 207.39, 0.00, 
2572, 208.56, 0.00, 
2572, 209.72, 0.00, 
2573, 210.91, 0.00, 
2574, 212.06, 0.00, 
2574, 213.23, 0.00, 
2575, 214.39, 0.00, 
2576, 215.56, 0.00, 
2576, 216.73, 0.00, 
2577, 217.89, 0.00, 
2578, 219.06, 0.00, 
2578, 220.22, 0.00, 
2579, 221.37, 0.00, 
2579, 222.55, 0.00, 
2580, 223.70, 0.00, 
2581, 224.88, 0.00, 
2581, 226.03, 0.00, 
2582, 227.20, 0.00, 
2583, 228.37, 0.00, 
2583, 229.53, 0.00, 
2584, 230.69, 0.00, 
2585, 231.86, 0.00, 
2585, 233.02, 0.00, 
