timestamp,millis,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1704887731,2086073,0.090980,0.004788,-9.459491,-0.014123,0.019452,-0.020518
1704887731,2086097,0.033519,-0.011971,-9.447520,-0.011724,0.016521,-0.019185
1704887731,2086121,-0.031125,0.002394,-9.552865,-0.013057,0.016787,-0.021850
1704887731,2086148,0.031125,-0.052672,-9.483433,-0.015188,0.015455,-0.022916
1704887731,2086173,0.014365,0.031125,-9.603143,-0.013856,0.019985,-0.021317
1704887731,2086197,0.052672,-0.021548,-9.445126,-0.015455,0.017054,-0.023182
1704887731,2086221,0.016759,0.057461,-9.390059,-0.014655,0.018386,-0.023449
1704887731,2086246,0.079009,-0.038307,-9.433155,-0.013590,0.018119,-0.022116
1704887731,2086270,0.033519,-0.014365,-9.437943,-0.012257,0.016254,-0.021850
1704887731,2086295,0.081403,0.000000,-9.433155,-0.013590,0.017587,-0.023182
1704887731,2086322,0.045490,0.059855,-9.425972,-0.015721,0.019452,-0.022649
1704887731,2086346,0.076614,-0.016759,-9.445126,-0.012257,0.018119,-0.022649
1704887731,2086371,0.043096,0.009577,-9.493010,-0.015188,0.018386,-0.022116
1704887731,2086395,0.110133,0.021548,-9.423578,-0.013323,0.016787,-0.020784
1704887731,2086420,0.069432,0.019154,-9.469068,-0.014389,0.017587,-0.021583
1704887731,2086444,-0.205901,0.174777,-8.226477,-0.038104,-0.031975,-0.019985
1704887731,2086471,0.330400,0.567426,-18.073828,-0.024248,-0.086334,-0.024781
1704887731,2086495,0.119710,0.016759,-7.290344,-0.012524,0.032775,-0.022383
1704887731,2086520,0.076614,0.021548,-6.696582,-0.029844,-0.005862,-0.021317
1704887731,2086544,-0.069432,0.107739,-9.641450,-0.034640,0.011191,-0.020251
1704887731,2086569,0.000000,-0.002394,-10.048465,-0.024248,0.015188,-0.020518
1704887731,2086593,0.009577,-0.026336,-9.600749,-0.028511,0.040236,-0.023715
1704887731,2086618,0.064643,0.007183,-8.954314,-0.032508,0.064484,-0.022649
1704887731,2086644,0.129287,0.038307,-9.085996,-0.036239,0.069014,-0.023182
1704887731,2086669,0.181959,-0.033519,-10.584765,-0.034640,0.062619,-0.023715
1704887731,2086693,0.083797,-0.062249,-10.532093,-0.023449,0.063418,-0.026113
1704887731,2086718,0.150835,-0.093374,-10.366894,-0.011991,0.074343,-0.030377
1704887731,2086742,0.064643,-0.038307,-10.546458,0.003464,0.077807,-0.029311
1704887731,2086767,0.062249,0.062249,-9.751583,0.013856,0.061286,-0.028511
1704887731,2086791,0.064643,0.196325,-8.497022,0.017587,0.006129,-0.028245
