timestamp,millis,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1704883289,5550581,-0.009577,0.076614,-9.449914,-0.015988,0.011991,-0.022383
1704883289,5550617,0.026336,0.023942,-9.402030,-0.012524,0.020784,-0.023449
1704883289,5550653,0.055067,0.055067,-9.392453,-0.013057,0.019185,-0.021850
1704883289,5550689,0.050278,0.057461,-9.428367,-0.015988,0.017587,-0.021583
1704883289,5550724,0.064643,0.007183,-9.445126,-0.009593,0.021317,-0.023715
1704883289,5550760,0.057461,0.088585,-9.437943,-0.013323,0.019718,-0.019985
1704883289,5550796,0.038307,0.021548,-9.493010,-0.015721,0.019185,-0.022916
1704883289,5550834,0.055067,0.026336,-9.483433,-0.016521,0.020251,-0.022116
1704883289,5550870,0.043096,-0.043096,-9.500193,-0.010658,0.015988,-0.023182
1704883289,5550905,0.019154,0.002394,-9.555259,-0.012790,0.021850,-0.023449
1704883289,5550941,0.064643,-0.021548,-9.425972,-0.014655,0.017587,-0.022916
1704883289,5550977,0.067038,0.038307,-9.452309,-0.015721,0.018386,-0.023449
1704883289,5551013,0.040701,0.028730,-9.454702,-0.010126,0.018386,-0.022383
1704883289,5551048,0.043096,0.007183,-9.514558,-0.012257,0.015988,-0.024781
1704883289,5551087,0.088585,0.016759,-9.447520,-0.013856,0.014389,-0.021850
1704883289,5551122,0.023942,-0.007183,-9.430760,-0.014922,0.018119,-0.023449
1704883289,5551158,0.079009,0.069432,-9.399636,-0.013323,0.017320,-0.022649
1704883289,5551194,0.076614,0.023942,-9.423578,-0.011991,0.013323,-0.021583
1704883289,5551229,0.074220,-0.021548,-9.500193,-0.010392,0.018652,-0.021583
1704883289,5551265,0.019154,0.038307,-9.490616,-0.015455,0.015188,-0.022116
1704883289,5551301,0.019154,0.062249,-9.437943,-0.015188,0.016521,-0.023182
1704883289,5551339,0.033519,0.038307,-9.567230,-0.011458,0.018919,-0.020251
1704883289,5551375,0.062249,-0.019154,-9.440337,-0.018119,0.019718,-0.022916
1704883289,5551411,0.040701,0.033519,-9.485827,-0.011724,0.016787,-0.020518
1704883289,5551446,0.047884,0.023942,-9.466674,-0.013590,0.016254,-0.022916
1704883289,5551482,0.069432,0.033519,-9.461885,-0.015988,0.017587,-0.022649
1704883290,5551518,0.009577,-0.040701,-9.607931,-0.015188,0.015988,-0.021583
1704883290,5551556,0.031125,0.000000,-9.454702,-0.011724,0.016521,-0.023449
1704883290,5551592,0.033519,0.009577,-9.500193,-0.013057,0.014389,-0.023182
1704883290,5551628,0.045490,0.002394,-9.464279,-0.011458,0.018386,-0.023182
1704883290,5551663,0.014365,-0.033519,-9.481039,-0.013856,0.014123,-0.024781
1704883290,5551699,0.083797,0.026336,-9.461885,-0.013323,0.016787,-0.022916
1704883290,5551735,-0.011971,0.067038,-9.440337,-0.014655,0.014123,-0.020251
1704883290,5551770,0.045490,0.057461,-9.519346,-0.015188,0.017853,-0.023449
1704883290,5551809,0.050278,0.074220,-9.425972,-0.014922,0.018119,-0.018119
1704883290,5551844,0.069432,0.000000,-9.512163,-0.014123,0.015721,-0.023182
1704883290,5551880,0.059855,-0.033519,-9.449914,-0.017054,0.019185,-0.025047
1704883290,5551916,0.050278,0.004788,-9.524135,-0.012790,0.015455,-0.022649
1704883290,5551952,0.040701,-0.004788,-9.481039,-0.013856,0.018119,-0.022116
1704883290,5551987,0.076614,-0.038307,-9.461885,-0.011991,0.017853,-0.021583
1704883290,5552023,0.076614,-0.021548,-9.485827,-0.014389,0.018119,-0.021850
1704883290,5552061,0.019154,0.038307,-9.469068,-0.012790,0.017853,-0.023449
1704883290,5552097,0.023942,0.031125,-9.454702,-0.011991,0.022116,-0.021051
1704883290,5552132,0.019154,0.071826,-9.454702,-0.011458,0.021850,-0.021583
1704883290,5552168,0.038307,0.019154,-9.433155,-0.012257,0.015455,-0.023982
1704883290,5552204,0.052672,0.083797,-9.394848,-0.012524,0.016521,-0.022116
1704883290,5552239,0.067038,-0.004788,-9.402030,-0.013856,0.016254,-0.022116
1704883290,5552285,0.069432,-0.009577,-9.478644,-0.011724,0.013323,-0.021317
1704883290,5552322,0.000000,-0.002394,-9.521740,-0.014922,0.021583,-0.020784
1704883290,5552357,0.050278,0.007183,-9.440337,-0.011991,0.017587,-0.021850
1704883290,5552392,0.040701,0.002394,-9.466674,-0.014123,0.019452,-0.020784
1704883290,5552428,0.014365,-0.038307,-9.464279,-0.013856,0.020251,-0.020784
1704883290,5552463,0.055067,0.026336,-9.433155,-0.011724,0.018919,-0.025314
1704883290,5552499,0.021548,0.021548,-9.552865,-0.014123,0.015988,-0.023982
1704883291,5552536,0.045490,0.052672,-9.414001,-0.014123,0.018919,-0.021583
1704883291,5552572,0.083797,0.040701,-9.485827,-0.014655,0.019985,-0.024248
1704883291,5552607,0.069432,-0.002394,-9.502586,-0.010126,0.018652,-0.019985
1704883291,5552643,-0.002394,-0.004788,-9.430760,-0.013323,0.014123,-0.019718
1704883291,5552678,0.059855,-0.043096,-9.430760,-0.012524,0.017320,-0.022383
1704883291,5552713,0.052672,0.011971,-9.507375,-0.014123,0.018919,-0.020784
1704883291,5552749,0.090980,0.021548,-9.382876,-0.014123,0.018919,-0.020784
1704883291,5552787,0.052672,0.016759,-9.390059,-0.014389,0.016787,-0.021051
1704883291,5552822,0.064643,-0.023942,-9.449914,-0.013323,0.020251,-0.023982
1704883291,5552857,0.016759,0.016759,-9.540894,-0.014123,0.020784,-0.027179
1704883291,5552893,0.076614,0.016759,-9.500193,-0.012790,0.018119,-0.021317
1704883291,5552928,0.033519,0.057461,-9.461885,-0.016787,0.018386,-0.022649
1704883291,5552964,0.050278,0.002394,-9.471462,-0.014655,0.017054,-0.021051
1704883291,5553002,0.028730,0.021548,-9.485827,-0.014922,0.015721,-0.018919
1704883291,5553037,0.079009,0.009577,-9.562442,-0.014123,0.019452,-0.024781
1704883291,5553072,0.102951,0.052672,-9.459491,-0.014123,0.015988,-0.022649
1704883291,5553108,0.069432,0.000000,-9.469068,-0.014123,0.017320,-0.020784
1704883291,5553143,0.064643,0.031125,-9.481039,-0.014389,0.019985,-0.021317
1704883291,5553179,0.090980,0.028730,-9.469068,-0.017320,0.019452,-0.018919
1704883291,5553214,0.050278,0.016759,-9.476251,-0.011724,0.018386,-0.024515
1704883291,5553252,-0.002394,0.045490,-9.445126,-0.013590,0.018386,-0.019985
1704883291,5553287,0.062249,0.038307,-9.536105,-0.015988,0.014389,-0.022116
1704883291,5553323,0.045490,0.023942,-9.466674,-0.013057,0.019985,-0.022116
1704883291,5553358,0.107739,0.074220,-9.469068,-0.014655,0.017320,-0.019452
1704883291,5553394,0.014365,0.026336,-9.442732,-0.014655,0.015188,-0.023449
1704883291,5553429,0.057461,-0.007183,-9.442732,-0.012524,0.017054,-0.023715
1704883291,5553465,0.009577,0.040701,-9.524135,-0.012790,0.018652,-0.020518
1704883291,5553502,0.016759,0.011971,-9.516952,-0.013856,0.019185,-0.021850
1704883292,5553538,0.047884,0.045490,-9.526528,-0.009593,0.018119,-0.021051
1704883292,5553573,0.057461,0.002394,-9.500193,-0.011191,0.015988,-0.022916
1704883292,5553609,0.014365,0.019154,-9.449914,-0.012790,0.018652,-0.023449
1704883292,5553644,0.047884,0.009577,-9.435549,-0.015455,0.018919,-0.023449
1704883292,5553680,0.059855,0.040701,-9.392453,-0.013057,0.015988,-0.021850
1704883292,5553715,0.074220,0.009577,-9.497798,-0.014123,0.015188,-0.023182
1704883292,5553753,0.057461,0.028730,-9.469068,-0.014655,0.018652,-0.020784
1704883292,5553788,-0.026336,0.016759,-9.473856,-0.012257,0.016254,-0.019185
1704883292,5553824,0.000000,-0.031125,-9.402030,-0.015721,0.015721,-0.021850
1704883292,5553859,0.126893,0.071826,-9.469068,-0.012524,0.016787,-0.023982
1704883292,5553895,0.002394,0.083797,-9.414001,-0.011724,0.015988,-0.023449
1704883292,5553930,0.031125,-0.002394,-9.404425,-0.011991,0.015988,-0.021850
1704883292,5553968,0.069432,0.062249,-9.425972,-0.013856,0.015721,-0.020251
1704883292,5554003,0.098162,-0.002394,-9.512163,-0.016787,0.017587,-0.019185
1704883292,5554038,0.079009,0.023942,-9.490616,-0.011991,0.014922,-0.022649
1704883292,5554074,0.086191,0.028730,-9.473856,-0.013590,0.018919,-0.023982
1704883292,5554109,0.067038,0.035913,-9.409213,-0.012524,0.016254,-0.025580
1704883292,5554144,0.019154,0.071826,-9.416395,-0.013590,0.021850,-0.021850
1704883292,5554180,0.007183,0.021548,-9.421184,-0.011991,0.019452,-0.020518
1704883292,5554218,0.002394,0.031125,-9.540894,-0.015988,0.017320,-0.022116
1704883292,5554253,0.055067,-0.007183,-9.411607,-0.015455,0.019452,-0.021051
1704883292,5554289,0.019154,0.086191,-9.557653,-0.016521,0.012524,-0.021850
1704883292,5554325,0.009577,0.028730,-9.497798,-0.015988,0.019718,-0.020518
1704883292,5554360,0.023942,-0.009577,-9.509769,-0.010925,0.018919,-0.023449
1704883292,5554396,0.059855,0.028730,-9.497798,-0.012524,0.012257,-0.021051
1704883292,5554432,0.057461,0.052672,-9.507375,-0.016787,0.018119,-0.020784
1704883292,5554470,0.059855,0.004788,-9.459491,-0.014389,0.017320,-0.024248
1704883292,5554506,0.062249,0.023942,-9.382876,-0.011191,0.015188,-0.019985
1704883293,5554541,0.059855,-0.004788,-9.478644,-0.011724,0.014655,-0.024515
1704883293,5554577,0.088585,0.019154,-9.528923,-0.013856,0.022116,-0.021051
1704883293,5554613,0.011971,-0.021548,-9.430760,-0.009593,0.020784,-0.024248
1704883293,5554649,0.014365,0.105345,-9.478644,-0.017587,0.015988,-0.024248
1704883293,5554687,0.055067,0.002394,-9.461885,-0.013057,0.018652,-0.020518
1704883293,5554722,0.045490,0.002394,-9.449914,-0.014655,0.019452,-0.022383
1704883293,5554758,0.071826,0.014365,-9.550470,-0.013323,0.019718,-0.023982
