timestamp,millis,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1706615403,1651816,0.052672,-0.019154,-9.560047,-0.013323,0.015188,-0.020251
1706615403,1651838,0.083797,0.067038,-9.548077,-0.010392,0.015721,-0.023182
1706615403,1651861,0.083797,0.014365,-9.758766,-0.006662,0.015455,-0.024248
1706615403,1651884,0.074220,-0.016759,-9.962274,-0.002132,0.019185,-0.021850
1706615403,1651906,0.035913,-0.023942,-10.438720,0.001865,0.023982,-0.022916
1706615403,1651932,-0.483629,0.294487,-9.902418,0.008793,0.037038,-0.043433
1706615403,1651954,-0.031125,0.035913,-9.488221,0.006928,0.037305,-0.054625
1706615403,1651977,0.938527,-0.270545,-8.973468,0.004796,0.028245,-0.041302
1706615403,1652000,0.079009,0.193930,-8.848969,-0.005329,0.018119,-0.023182
1706615403,1652023,0.090980,-0.179565,-9.057265,-0.019985,0.004796,-0.021850
1706615403,1652046,0.009577,-0.081403,-8.987833,-0.006395,0.054625,-0.023982
1706615403,1652069,0.057461,-0.162806,-8.731653,0.005596,0.066349,-0.022383
1706615403,1652095,0.258574,-0.040701,-9.485827,-0.026113,-0.011458,-0.022116
1706615403,1652118,0.088585,0.134075,-9.397242,-0.013590,0.026113,-0.019452
1706615403,1652141,0.205901,-0.335188,-10.065224,-0.004263,0.035173,-0.022916
1706615403,1652164,0.028730,0.083797,-9.215282,-0.022116,-0.013856,-0.019452
1706615403,1652187,0.019154,-0.043096,-9.521740,-0.007727,0.038104,-0.023715
1706615403,1652210,0.181959,-0.031125,-9.883265,-0.019452,0.017853,-0.021051
1706615403,1652233,0.038307,-0.081403,-9.433155,-0.017587,0.009859,-0.020518
1706615403,1652258,0.114922,-0.067038,-9.581595,-0.010126,0.032508,-0.019452
1706615403,1652281,0.131681,0.016759,-9.318233,-0.020251,0.003730,-0.023982
1706615403,1652304,0.050278,0.023942,-9.634268,-0.010658,0.018919,-0.019718
1706615403,1652327,0.117316,-0.021548,-9.521740,-0.016254,0.018652,-0.021051
1706615403,1652350,0.076614,0.004788,-9.612720,-0.021583,0.011191,-0.019185
1706615403,1652373,0.105345,-0.023942,-9.437943,-0.009060,0.024515,-0.022383
1706615403,1652399,0.148441,-0.031125,-9.672575,-0.018119,0.009060,-0.020784
1706615403,1652422,0.062249,-0.016759,-9.406818,-0.014123,0.021317,-0.020784
1706615403,1652445,0.093374,-0.014365,-9.763555,-0.013590,0.019718,-0.019718
1706615403,1652468,0.098162,-0.023942,-9.428367,-0.016787,0.015988,-0.021583
1706615403,1652491,0.093374,-0.031125,-9.672575,-0.012790,0.025580,-0.022383
1706615403,1652514,0.110133,-0.047884,-9.516952,-0.017320,0.018652,-0.018919
1706615403,1652537,0.100556,-0.028730,-9.648633,-0.012790,0.022383,-0.022116
1706615403,1652562,0.129287,-0.062249,-9.397242,-0.012257,0.017587,-0.023182
1706615403,1652585,0.126893,-0.047884,-9.543288,-0.011991,0.019185,-0.022383
1706615403,1652608,0.134075,0.000000,-9.421184,-0.013057,0.016521,-0.021051
1706615403,1652631,0.081403,-0.067038,-9.610326,-0.011991,0.015455,-0.018652
1706615403,1652654,0.088585,-0.009577,-9.447520,-0.014922,0.017054,-0.019452
1706615403,1652677,0.160412,-0.038307,-9.469068,-0.014922,0.011991,-0.020518
1706615403,1652700,0.095768,-0.026336,-9.521740,-0.014123,0.020518,-0.019985
1706615403,1652726,0.105345,0.031125,-9.519346,-0.009859,0.023449,-0.024248
1706615403,1652749,0.105345,0.016759,-9.615114,-0.016254,0.016787,-0.018386
1706615403,1652772,0.162806,-0.004788,-9.490616,-0.013323,0.019718,-0.020251
1706615404,1652795,0.119710,-0.011971,-9.567230,-0.015455,0.019185,-0.019185
1706615404,1652818,0.124498,0.028730,-9.519346,-0.013323,0.017587,-0.021051
1706615404,1652841,0.057461,-0.050278,-9.576807,-0.013323,0.020251,-0.021317
1706615404,1652866,0.090980,-0.007183,-9.399636,-0.011458,0.019718,-0.020784
1706615404,1652889,0.028730,-0.011971,-9.627085,-0.013057,0.014655,-0.020518
1706615404,1652912,0.105345,0.011971,-9.538500,-0.013590,0.021583,-0.023182
1706615404,1652935,0.117316,-0.050278,-9.502586,-0.015721,0.017320,-0.022916
1706615404,1652958,0.064643,0.028730,-9.433155,-0.014123,0.016787,-0.022383
1706615404,1652981,0.114922,-0.007183,-9.572019,-0.014123,0.017320,-0.019452
1706615404,1653004,0.057461,-0.045490,-9.610326,-0.013590,0.018386,-0.022116
1706615404,1653030,0.126893,-0.045490,-9.488221,-0.011458,0.018652,-0.022383
1706615404,1653053,0.129287,-0.052672,-9.512163,-0.011191,0.018652,-0.019985
1706615404,1653076,0.090980,-0.062249,-9.481039,-0.013856,0.016787,-0.020251
1706615404,1653099,0.148441,-0.009577,-9.572019,-0.012257,0.019718,-0.019452
1706615404,1653121,0.112527,-0.009577,-9.504981,-0.012524,0.020251,-0.019185
1706615404,1653144,0.112527,0.014365,-9.504981,-0.015721,0.017587,-0.020251
1706615404,1653167,0.062249,-0.014365,-9.473856,-0.013856,0.018119,-0.023182
1706615404,1653201,0.074220,0.007183,-9.464279,-0.014123,0.018119,-0.022916
1706615404,1653278,0.105345,-0.079009,-9.564836,-0.015188,0.014123,-0.019185
1706615404,1653301,0.134075,-0.002394,-9.627085,-0.014123,0.017054,-0.023982
1706615404,1653324,0.064643,-0.064643,-9.488221,-0.014389,0.016787,-0.021051
1706615404,1653346,0.100556,0.014365,-9.528923,-0.011991,0.017054,-0.021583
1706615404,1653369,0.083797,-0.004788,-9.562442,-0.013856,0.014922,-0.017054
1706615404,1653394,0.141258,-0.021548,-9.430760,-0.014655,0.017853,-0.021317
1706615404,1653417,0.093374,-0.033519,-9.500193,-0.015455,0.018386,-0.022116
1706615404,1653440,0.040701,-0.064643,-9.485827,-0.015188,0.017587,-0.022116
1706615404,1653462,0.129287,-0.009577,-9.449914,-0.013057,0.014922,-0.020251
1706615404,1653485,0.095768,0.059855,-9.502586,-0.014123,0.017587,-0.023715
1706615404,1653508,0.076614,0.014365,-9.490616,-0.013590,0.017054,-0.022916
1706615404,1653531,0.150835,-0.040701,-9.574412,-0.014123,0.021850,-0.022649
1706615404,1653556,0.100556,-0.064643,-9.481039,-0.014123,0.015988,-0.020784
1706615404,1653578,0.126893,0.014365,-9.567230,-0.016521,0.016787,-0.022116
1706615404,1653601,0.155623,-0.007183,-9.454702,-0.015721,0.019452,-0.020251
1706615404,1653624,0.122104,-0.011971,-9.483433,-0.014922,0.016787,-0.017853
1706615404,1653646,0.052672,-0.011971,-9.536105,-0.013323,0.020784,-0.017054
1706615404,1653669,0.069432,0.033519,-9.490616,-0.013323,0.018919,-0.021051
1706615404,1653692,0.079009,0.021548,-9.502586,-0.013590,0.018119,-0.022116
1706615404,1653717,0.102951,-0.023942,-9.500193,-0.012257,0.020251,-0.022116
1706615404,1653740,0.062249,-0.045490,-9.459491,-0.017320,0.017320,-0.017587
1706615404,1653762,0.160412,0.007183,-9.507375,-0.014389,0.018652,-0.021051
1706615405,1653785,0.090980,-0.074220,-9.579201,-0.011991,0.017054,-0.023449
1706615405,1653808,0.150835,-0.002394,-9.478644,-0.015188,0.015188,-0.020518
1706615405,1653831,0.167594,-0.079009,-9.526528,-0.014123,0.016254,-0.023449
1706615405,1653856,0.067038,0.045490,-9.423578,-0.015455,0.015721,-0.020784
1706615405,1653878,0.102951,-0.033519,-9.418790,-0.014389,0.018919,-0.023982
1706615405,1653901,0.138864,-0.035913,-9.545682,-0.011991,0.020251,-0.022916
1706615405,1653924,0.124498,-0.021548,-9.512163,-0.012790,0.015188,-0.024515
1706615405,1653947,0.069432,-0.011971,-9.473856,-0.013057,0.017587,-0.021850
1706615405,1653969,0.131681,0.021548,-9.461885,-0.011458,0.015188,-0.023715
1706615405,1653992,0.088585,0.000000,-9.552865,-0.011991,0.018119,-0.021051
1706615405,1654017,0.069432,-0.088585,-9.497798,-0.010392,0.019185,-0.021850
1706615405,1654040,0.105345,-0.026336,-9.466674,-0.014655,0.018119,-0.019985
1706615405,1654063,0.134075,-0.009577,-9.514558,-0.013590,0.018652,-0.021850
1706615405,1654085,0.100556,0.035913,-9.497798,-0.016787,0.017853,-0.020784
