timestamp,millis,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1706620645,6893835,0.098162,0.009577,-9.504981,-0.013590,0.016521,-0.024248
1706620645,6893874,0.086191,-0.055067,-9.567230,-0.015721,0.015455,-0.027179
1706620645,6893914,0.107739,-0.004788,-9.521740,-0.012524,0.018386,-0.023182
1706620645,6893953,0.086191,-0.035913,-9.531317,-0.013323,0.018919,-0.025314
1706620645,6893993,0.064643,-0.004788,-9.464279,-0.014922,0.018652,-0.023715
1706620645,6894035,0.079009,0.028730,-9.478644,-0.011991,0.016787,-0.022649
1706620645,6894074,0.184354,-0.004788,-9.576807,-0.013590,0.019718,-0.023715
1706620645,6894114,0.102951,-0.059855,-9.433155,-0.015455,0.015988,-0.024515
1706620645,6894153,0.100556,-0.016759,-9.493010,-0.011991,0.019185,-0.023182
1706620645,6894193,0.098162,-0.019154,-9.521740,-0.012790,0.017320,-0.023449
1706620645,6894232,0.131681,-0.057461,-9.533711,-0.016254,0.017853,-0.021317
1706620645,6894274,0.088585,-0.002394,-9.540894,-0.014123,0.020251,-0.023982
1706620645,6894314,0.114922,0.043096,-9.583989,-0.013590,0.017320,-0.022916
1706620645,6894354,0.114922,-0.011971,-9.495404,-0.012257,0.014922,-0.025047
1706620645,6894394,0.122104,-0.052672,-9.516952,-0.013057,0.016521,-0.023715
1706620645,6894434,0.093374,-0.033519,-9.478644,-0.014922,0.015988,-0.023982
1706620645,6894473,0.050278,0.016759,-9.576807,-0.012524,0.017054,-0.027179
1706620645,6894513,0.110133,0.004788,-9.454702,-0.013323,0.016521,-0.027712
1706620645,6894555,0.107739,0.004788,-9.557653,-0.011458,0.011724,-0.024781
1706620645,6894595,0.277727,-0.079009,-8.066066,-0.034374,-0.031709,-0.023449
1706620645,6894635,1.352724,-0.067038,-21.260511,-0.065550,-0.006395,-0.021583
1706620645,6894675,-0.076614,1.204283,-10.963050,-0.049562,-0.022649,-0.029844
1706620645,6894715,-0.098162,0.536301,-11.238382,-0.011724,0.025580,-0.021051
1706620645,6894755,0.069432,0.172383,-9.138668,-0.019718,0.015988,-0.021850
1706620646,6894794,0.050278,0.031125,-9.914390,-0.019185,0.017054,-0.024248
1706620646,6894837,0.086191,-0.009577,-9.586384,-0.011191,0.019185,-0.021850
1706620646,6894877,0.124498,0.055067,-9.605537,-0.007727,0.027179,-0.028245
1706620646,6894916,0.076614,-0.023942,-9.516952,-0.008793,0.021850,-0.022116
1706620646,6894956,0.105345,0.059855,-9.471462,-0.008793,0.027179,-0.022649
1706620646,6894996,0.114922,0.043096,-9.567230,-0.009593,0.021850,-0.025580
1706620646,6895036,0.138864,-0.043096,-9.543288,-0.012524,0.025580,-0.025847
1706620646,6895078,0.076614,-0.045490,-9.689334,-0.012524,0.025847,-0.025047
1706620646,6895118,0.059855,0.028730,-9.569624,-0.011191,0.024515,-0.024515
1706620646,6895158,0.122104,-0.047884,-9.442732,-0.015988,0.025580,-0.025580
1706620646,6895198,0.067038,0.014365,-9.416395,-0.013856,0.037838,-0.025847
1706620646,6895238,0.131681,-0.002394,-9.763555,-0.013323,0.035706,-0.023182
1706620646,6895277,0.100556,0.045490,-9.416395,-0.013856,0.043700,-0.022383
1706620646,6895317,0.148441,0.021548,-9.610326,-0.015721,0.036505,-0.024248
1706620646,6895360,0.162806,0.031125,-9.749189,-0.009859,0.021051,-0.024781
1706620646,6895399,0.165200,-0.035913,-10.129868,-0.000533,0.003997,-0.025047
1706620646,6895439,0.203507,-0.134075,-10.247183,0.018386,-0.022116,-0.024248
1706620646,6895479,-1.843535,0.225055,-5.633556,0.023715,0.056757,-0.031975
1706620646,6895519,0.134075,-0.275333,-9.006987,-0.046098,-0.066882,-0.025847
1706620646,6895559,0.251391,-0.062249,-7.656657,0.014123,0.071145,-0.024248
1706620646,6895599,0.272939,-0.330400,-8.827422,-0.037571,-0.035972,-0.026646
1706620646,6895641,0.217872,-0.158017,-8.930372,0.009060,0.080205,-0.023715
1706620646,6895681,0.141258,-0.062249,-9.057265,-0.034907,-0.022649,-0.023982
1706620646,6895721,0.086191,-0.193930,-8.973468,-0.000266,0.050628,-0.022649
1706620646,6895760,0.052672,0.059855,-8.789114,-0.025047,-0.011191,-0.023182
