timestamp,millis,AccX.AccY,AccZ,GyroX,GyroY,GyroZ
1706615372,1620823,0.052672,-0.026336,-9.461885,-0.012524,0.017587,-0.022649
1706615372,1620846,0.083797,-0.055067,-9.600749,-0.014389,0.016521,-0.021051
1706615372,1620868,0.107739,0.035913,-9.500193,-0.011458,0.014922,-0.021850
1706615372,1620891,0.102951,0.000000,-9.555259,-0.014123,0.017587,-0.022116
1706615372,1620913,0.150835,0.031125,-9.598354,-0.014655,0.014389,-0.021317
1706615372,1620936,0.090980,-0.014365,-9.504981,-0.009060,0.021583,-0.022916
1706615372,1620961,0.124498,0.009577,-9.545682,-0.012524,0.014123,-0.019985
1706615372,1620984,0.098162,0.009577,-9.548077,-0.014389,0.018919,-0.021583
1706615372,1621006,0.138864,0.043096,-9.610326,-0.017320,0.018652,-0.020251
1706615372,1621029,0.095768,-0.023942,-9.447520,-0.014922,0.015455,-0.019185
1706615372,1621052,0.107739,-0.062249,-9.588778,-0.015988,0.017587,-0.021583
1706615372,1621075,0.064643,0.023942,-9.504981,-0.015988,0.016787,-0.017587
1706615372,1621100,0.062249,-0.019154,-9.605537,-0.014922,0.018386,-0.020784
1706615372,1621122,0.155623,-0.007183,-9.552865,-0.014922,0.015721,-0.021317
1706615372,1621145,0.100556,-0.026336,-9.457097,-0.014922,0.018386,-0.021850
1706615372,1621168,0.100556,0.031125,-9.516952,-0.013856,0.017054,-0.020784
1706615372,1621191,0.064643,-0.033519,-9.555259,-0.013856,0.018386,-0.021583
1706615372,1621213,0.086191,-0.014365,-9.495404,-0.012257,0.019985,-0.022116
1706615372,1621236,0.090980,0.000000,-9.524135,-0.014922,0.018119,-0.019718
1706615372,1621261,0.067038,-0.014365,-9.481039,-0.012790,0.019452,-0.019718
1706615372,1621284,0.153229,-0.019154,-9.516952,-0.014922,0.017853,-0.020518
1706615372,1621306,0.119710,-0.007183,-9.509769,-0.013590,0.014922,-0.021583
1706615372,1621329,0.059855,-0.038307,-9.504981,-0.012790,0.017587,-0.020251
1706615372,1621352,0.126893,-0.033519,-9.500193,-0.014123,0.016521,-0.019185
1706615372,1621375,0.162806,-0.004788,-9.500193,-0.014389,0.016254,-0.021051
1706615372,1621397,0.143652,0.014365,-9.586384,-0.013323,0.015455,-0.021583
1706615372,1621422,0.079009,0.021548,-9.497798,-0.012790,0.015455,-0.019985
1706615372,1621445,0.119710,-0.038307,-9.457097,-0.014123,0.019718,-0.021850
1706615372,1621468,0.138864,-0.052672,-9.555259,-0.015188,0.016787,-0.018386
1706615372,1621491,0.095768,0.011971,-9.615114,-0.012524,0.017853,-0.020518
1706615372,1621513,0.114922,-0.009577,-9.437943,-0.014655,0.017054,-0.017853
1706615372,1621536,0.076614,-0.004788,-9.552865,-0.014922,0.018919,-0.020251
1706615372,1621561,0.148441,-0.059855,-9.502586,-0.011991,0.016787,-0.020784
1706615372,1621584,0.076614,0.007183,-9.485827,-0.015455,0.016521,-0.022383
1706615372,1621606,0.122104,0.000000,-9.528923,-0.015455,0.020518,-0.017587
1706615372,1621629,0.040701,-0.011971,-9.555259,-0.014123,0.015988,-0.021317
1706615372,1621652,0.134075,-0.052672,-9.481039,-0.011724,0.016521,-0.019985
1706615372,1621675,0.093374,-0.019154,-9.440337,-0.012524,0.013856,-0.020784
1706615372,1621697,0.155623,-0.023942,-9.555259,-0.015988,0.021051,-0.021583
1706615372,1621722,0.155623,-0.040701,-9.497798,-0.013856,0.015188,-0.023449
1706615372,1621745,0.071826,-0.033519,-9.540894,-0.014389,0.018119,-0.023449
1706615372,1621768,0.079009,-0.004788,-9.588778,-0.015188,0.016787,-0.021317
1706615373,1621790,0.114922,0.007183,-9.457097,-0.015721,0.017853,-0.021051
1706615373,1621813,0.093374,-0.055067,-9.524135,-0.013323,0.017054,-0.020251
1706615373,1621836,0.143652,-0.019154,-9.605537,-0.014389,0.020784,-0.019985
1706615373,1621859,0.131681,0.028730,-9.543288,-0.012524,0.016521,-0.019452
1706615373,1621883,0.083797,-0.043096,-9.524135,-0.014123,0.016787,-0.019718
1706615373,1621906,0.114922,-0.016759,-9.507375,-0.014922,0.018919,-0.022383
1706615373,1621929,0.119710,-0.035913,-9.500193,-0.014389,0.020251,-0.020251
1706615373,1621951,0.071826,0.007183,-9.509769,-0.015988,0.017853,-0.020251
1706615373,1621974,0.181959,-0.004788,-9.452309,-0.012257,0.017320,-0.019718
