timestamp,millis,AccX.AccY,AccZ,GyroX,GyroY,GyroZ
1704886387,742068,0.057461,-0.011971,-9.421184,-0.014922,0.018386,-0.019718
1704886387,742087,-0.002394,0.009577,-9.349358,-0.014922,0.020784,-0.021051
1704886387,742106,0.023942,-0.021548,-9.495404,-0.010925,0.017853,-0.024515
1704886387,742125,0.107739,-0.009577,-9.454702,-0.010392,0.017054,-0.021850
1704886387,742144,0.081403,0.021548,-9.416395,-0.013057,0.014389,-0.019985
1704886387,742163,0.050278,-0.016759,-9.435549,-0.013856,0.017054,-0.023182
1704886387,742183,0.023942,-0.019154,-9.387665,-0.012790,0.015721,-0.022116
1704886387,742212,0.004788,0.071826,-9.404425,-0.015721,0.015721,-0.019185
1704886387,742231,0.083797,0.064643,-9.428367,-0.014123,0.019985,-0.020251
1704886387,742250,0.093374,0.009577,-9.428367,-0.013856,0.019452,-0.022649
1704886387,742269,0.035913,0.035913,-9.481039,-0.015988,0.017853,-0.021850
1704886387,742288,0.031125,0.011971,-9.411607,-0.013057,0.015188,-0.021850
1704886387,742307,0.093374,0.016759,-9.490616,-0.012257,0.019452,-0.022649
1704886387,742326,0.019154,-0.067038,-9.526528,-0.015988,0.018119,-0.022116
1704886387,742347,0.019154,-0.011971,-9.433155,-0.014389,0.017054,-0.022916
1704886387,742366,0.016759,0.000000,-9.500193,-0.012790,0.018652,-0.019718
1704886387,742384,0.083797,0.031125,-9.567230,-0.012257,0.014123,-0.021850
1704886387,742404,0.076614,0.035913,-9.454702,-0.012524,0.013323,-0.020251
1704886387,742422,0.055067,-0.004788,-9.478644,-0.015455,0.017587,-0.019985
1704886387,742441,0.038307,-0.035913,-9.509769,-0.011191,0.018919,-0.023182
1704886387,742460,0.043096,-0.014365,-9.521740,-0.013057,0.016787,-0.021583
1704886387,742481,0.100556,-0.019154,-9.445126,-0.014123,0.017853,-0.022383
1704886387,742500,0.117316,-0.035913,-9.500193,-0.014389,0.015455,-0.022116
1704886387,742519,-0.011971,0.033519,-9.447520,-0.011191,0.018119,-0.019452
1704886387,742538,-0.002394,0.004788,-9.478644,-0.013323,0.022383,-0.023182
1704886387,742557,0.095768,-0.009577,-9.469068,-0.014922,0.019985,-0.022116
1704886387,742576,0.052672,0.014365,-9.593566,-0.015721,0.017853,-0.021583
1704886387,742595,0.081403,-0.011971,-9.509769,-0.015188,0.017320,-0.022116
1704886387,742616,0.038307,-0.002394,-9.457097,-0.013856,0.022916,-0.021850
1704886387,742635,0.043096,-0.026336,-9.363723,-0.014389,0.021051,-0.023449
1704886387,742654,0.079009,0.021548,-9.473856,-0.013057,0.015188,-0.023449
1704886387,742673,0.014365,0.047884,-9.402030,-0.014922,0.016254,-0.018919
1704886387,742692,0.045490,0.019154,-9.442732,-0.013856,0.020784,-0.023715
1704886387,742710,0.014365,0.026336,-9.433155,-0.013856,0.018119,-0.021850
1704886387,742732,0.162806,0.031125,-9.064447,-0.013590,0.023449,-0.019985
1704886387,742750,0.069432,-0.265756,-10.651803,-0.011458,0.007194,-0.028511
1704886387,742769,0.371101,0.313640,-6.509834,-0.021850,0.081271,-0.020518
1704886387,742788,0.117316,0.497994,-11.681310,-0.011724,0.057289,-0.014123
1704886387,742807,0.407014,0.387861,-9.787497,-0.022116,0.020518,-0.022116
1704886387,742826,0.213084,0.076614,-8.374918,-0.027179,0.028511,-0.025580
1704886387,742845,0.100556,-0.023942,-9.442732,-0.023715,0.023182,-0.027712
1704886387,742866,0.057461,0.086191,-7.905654,-0.019185,0.015988,-0.021850
