timestamp,millis,AccX.AccY,AccZ,GyroX,GyroY,GyroZ
1704886731,1086073,0.064643,-0.016759,-9.449914,-0.014655,0.018652,-0.023449
1704886731,1086094,0.071826,-0.064643,-9.411607,-0.013856,0.018919,-0.021583
1704886731,1086114,0.043096,-0.045490,-9.478644,-0.012790,0.018119,-0.022916
1704886731,1086135,0.122104,0.014365,-9.483433,-0.015455,0.017320,-0.022916
1704886731,1086155,0.035913,0.021548,-9.370906,-0.010392,0.017853,-0.024781
1704886731,1086186,0.045490,0.016759,-9.411607,-0.015455,0.014655,-0.021850
1704886731,1086207,0.033519,0.031125,-9.497798,-0.015455,0.014389,-0.024515
1704886731,1086227,0.129287,0.040701,-9.528923,-0.014655,0.015455,-0.019185
1704886731,1086248,0.074220,0.002394,-9.531317,-0.014655,0.017587,-0.023182
1704886731,1086268,0.050278,0.043096,-9.459491,-0.012257,0.017853,-0.025847
1704886731,1086288,0.023942,-0.038307,-9.521740,-0.015188,0.018919,-0.023982
1704886731,1086311,0.026336,0.004788,-9.524135,-0.013856,0.018919,-0.023982
1704886731,1086331,0.038307,0.016759,-9.528923,-0.013856,0.020518,-0.024248
1704886731,1086352,0.069432,-0.035913,-9.421184,-0.013057,0.022649,-0.021317
1704886731,1086372,-0.002394,0.023942,-9.473856,-0.016521,0.019985,-0.019185
1704886731,1086392,0.038307,-0.019154,-9.485827,-0.014123,0.019185,-0.022649
1704886731,1086413,0.035913,0.009577,-9.481039,-0.012790,0.017587,-0.022116
1704886731,1086433,-0.014365,-0.033519,-9.471462,-0.013590,0.017853,-0.021850
1704886731,1086456,0.071826,-0.038307,-9.378088,-0.014922,0.017320,-0.021051
1704886731,1086476,0.057461,0.019154,-9.433155,-0.012790,0.021051,-0.023182
1704886731,1086497,0.141258,0.000000,-9.442732,-0.013057,0.015455,-0.021317
1704886731,1086517,0.069432,-0.009577,-9.471462,-0.014922,0.017054,-0.021583
1704886731,1086537,0.040701,0.009577,-9.440337,-0.013856,0.016521,-0.022116
1704886731,1086558,0.057461,0.033519,-9.485827,-0.012790,0.017853,-0.024515
1704886731,1086578,0.021548,0.028730,-9.516952,-0.013323,0.018919,-0.022116
1704886731,1086601,0.021548,0.000000,-9.469068,-0.012790,0.025047,-0.022916
1704886731,1086621,0.038307,0.043096,-9.449914,-0.014655,0.019452,-0.022116
1704886731,1086641,0.050278,-0.009577,-9.430760,-0.011191,0.021317,-0.022383
1704886731,1086662,0.067038,0.045490,-9.521740,-0.014123,0.018386,-0.022116
1704886731,1086682,0.064643,-0.007183,-9.442732,-0.014389,0.013323,-0.019718
1704886731,1086702,0.031125,0.016759,-9.521740,-0.013590,0.016521,-0.024248
1704886731,1086722,0.038307,0.050278,-9.457097,-0.013590,0.018386,-0.022649
1704886731,1086745,0.064643,-0.031125,-9.502586,-0.015188,0.016254,-0.022383
1704886731,1086765,0.102951,0.028730,-9.516952,-0.013856,0.018652,-0.020251
1704886731,1086786,-0.004788,0.002394,-9.457097,-0.010126,0.015455,-0.021317
1704886731,1086806,0.090980,-0.023942,-9.454702,-0.010658,0.019452,-0.021850
1704886731,1086826,0.038307,0.074220,-9.579201,-0.013057,0.015455,-0.022916
1704886731,1086847,0.069432,-0.011971,-9.495404,-0.014655,0.015721,-0.022649
1704886731,1086869,0.050278,-0.026336,-9.478644,-0.014655,0.017320,-0.023182
1704886731,1086890,0.100556,-0.038307,-9.473856,-0.016254,0.019985,-0.023182
1704886731,1086910,0.057461,0.069432,-9.485827,-0.012524,0.016521,-0.019452
1704886731,1086930,0.141258,-0.045490,-9.447520,-0.013856,0.016254,-0.022116
1704886731,1086951,-0.009577,-0.045490,-9.421184,-0.014922,0.017320,-0.021583
1704886731,1086971,0.088585,0.000000,-9.397242,-0.013590,0.017587,-0.021051
1704886731,1086991,0.088585,0.033519,-9.521740,-0.016254,0.016787,-0.023982
1704886731,1087014,0.019154,0.009577,-9.409213,-0.013323,0.019718,-0.019985
1704886732,1087034,0.059855,0.045490,-9.425972,-0.013856,0.018386,-0.023449
1704886732,1087055,0.059855,0.023942,-9.423578,-0.015188,0.020518,-0.021051
1704886732,1087075,0.076614,0.004788,-9.440337,-0.014123,0.015455,-0.022916
1704886732,1087095,0.023942,-0.047884,-9.543288,-0.012524,0.019452,-0.023449
1704886732,1087115,-0.004788,-0.031125,-9.464279,-0.011458,0.016787,-0.025047
1704886732,1087136,0.067038,-0.035913,-9.512163,-0.013323,0.018652,-0.023182
1704886732,1087158,0.093374,0.043096,-9.435549,-0.012257,0.019185,-0.020784
1704886732,1087179,0.069432,0.028730,-9.454702,-0.013057,0.017320,-0.020784
1704886732,1087199,0.031125,0.000000,-9.423578,-0.014922,0.017587,-0.023182
