timestamp,millis,AccX.AccY,AccZ,GyroX,GyroY,GyroZ
1706615075,1323811,0.107739,-0.040701,-9.497798,-0.012257,0.019452,-0.019985
1706615075,1323833,0.201113,0.016759,-9.509769,-0.010658,0.017320,-0.020518
1706615075,1323854,0.122104,-0.019154,-9.526528,-0.015188,0.020784,-0.022116
1706615075,1323878,0.098162,0.014365,-9.545682,-0.013590,0.019985,-0.020251
1706615075,1323900,0.083797,-0.052672,-9.538500,-0.012257,0.021317,-0.021850
1706615075,1323922,0.031125,-0.033519,-9.583989,-0.014922,0.014922,-0.020784
1706615075,1323944,0.107739,0.038307,-9.471462,-0.015188,0.017054,-0.023715
1706615075,1323965,0.129287,-0.011971,-9.631873,-0.013057,0.017320,-0.018652
1706615075,1323987,0.081403,-0.052672,-9.550470,-0.012257,0.018919,-0.019718
1706615075,1324011,0.110133,0.002394,-9.531317,-0.014389,0.015721,-0.021850
1706615075,1324033,0.076614,-0.016759,-9.507375,-0.012257,0.019452,-0.020251
1706615075,1324055,0.055067,0.035913,-9.574412,-0.013590,0.013590,-0.023182
1706615075,1324087,0.083797,-0.033519,-9.452309,-0.014389,0.014922,-0.020251
1706615075,1324109,0.110133,-0.052672,-9.481039,-0.014123,0.017320,-0.019452
1706615075,1324131,0.095768,0.016759,-9.512163,-0.013856,0.018652,-0.021850
1706615075,1324152,0.076614,-0.033519,-9.658210,-0.015455,0.019718,-0.022116
1706615075,1324176,0.114922,-0.011971,-9.416395,-0.014655,0.018652,-0.019985
1706615075,1324198,0.090980,-0.028730,-9.562442,-0.015455,0.018386,-0.021317
1706615075,1324220,0.055067,-0.002394,-9.457097,-0.013057,0.017320,-0.021051
1706615075,1324241,0.095768,-0.011971,-9.753978,-0.014655,0.018386,-0.021051
1706615075,1324263,0.136469,-0.047884,-9.311050,-0.013856,0.021583,-0.021583
1706615075,1324285,0.102951,-0.011971,-9.576807,-0.014922,0.017587,-0.022116
1706615075,1324306,0.105345,0.110133,-9.418790,-0.013057,0.019452,-0.021051
1706615075,1324330,0.136469,0.016759,-9.610326,-0.012257,0.016521,-0.019985
1706615075,1324352,0.165200,0.016759,-9.600749,-0.011724,0.013856,-0.022383
1706615075,1324374,0.143652,-0.033519,-9.469068,-0.015455,0.015721,-0.021583
1706615075,1324396,0.098162,-0.100556,-9.543288,-0.014922,0.019718,-0.020784
