timestamp,millis,AccX.AccY,AccZ,GyroX,GyroY,GyroZ
1703068242,427368,0.198719,0.052672,-9.411607
1703068242,427384,0.160412,0.086191,-9.509769
1703068242,427401,0.167594,0.035913,-9.572019
1703068242,427417,0.158017,0.047884,-9.612720
1703068242,427434,0.146046,0.047884,-9.440337
1703068242,427450,0.184354,0.033519,-9.447520
1703068242,427466,0.220267,0.009577,-9.509769
1703068242,427485,0.158017,0.009577,-9.457097
1703068242,427502,0.167594,0.076614,-9.504981
1703068242,427518,0.225055,0.026336,-9.449914
1703068242,427534,0.220267,0.009577,-9.433155
1703068242,427551,0.184354,0.062249,-9.495404
1703068242,427567,0.129287,0.057461,-9.461885
1703068242,427584,0.201113,-0.023942,-9.481039
1703068242,427600,0.155623,0.002394,-9.488221
1703068242,427616,0.181959,0.002394,-9.483433
1703068242,427633,0.172383,0.014365,-9.509769
1703068242,427649,0.227449,0.019154,-9.536105
1703068242,427668,0.174777,0.000000,-9.488221
1703068242,427684,0.172383,0.016759,-9.428367
1703068242,427701,0.193930,0.059855,-9.490616
1703068242,427717,0.203507,0.040701,-9.473856
1703068242,427734,0.196325,0.031125,-9.536105
1703068242,427750,0.174777,0.004788,-9.411607
1703068242,427766,0.122104,0.021548,-9.543288
1703068242,427783,0.165200,0.011971,-9.478644
1703068242,427799,0.205901,0.050278,-9.512163
1703068242,427816,0.287304,-0.009577,-9.548077
1703068242,427832,0.222661,0.038307,-9.521740
1703068242,427851,0.232238,0.067038,-9.490616
1703068242,427867,0.193930,-0.052672,-9.406818
1703068242,427884,0.201113,0.019154,-9.514558
1703068242,427900,0.165200,0.062249,-9.528923
1703068242,427916,0.172383,0.035913,-9.459491
1703068242,427933,0.181959,0.052672,-9.488221
1703068242,427949,0.088585,0.081403,-9.337387
1703068242,427966,0.122104,0.069432,-9.540894
1703068242,427982,0.193930,-0.004788,-9.493010
1703068242,427998,0.160412,0.040701,-9.476251
1703068242,428015,0.213084,0.088585,-9.459491
1703068242,428034,0.268151,-0.019154,-9.528923
1703068242,428050,0.153229,0.090980,-9.464279
1703068242,428066,0.193930,0.023942,-9.495404
1703068242,428083,0.215478,0.076614,-9.421184
1703068242,428099,0.134075,0.414197,-9.536105
1703068242,428116,-0.126893,0.433351,-8.209718
1703068242,428132,-0.627281,0.234632,-8.327033
1703068242,428148,0.356736,-0.062249,-11.226412
1703068242,428165,0.244209,-0.746991,-15.121778
1703068242,428181,0.301669,-0.153229,-7.742848
1703068242,428198,0.050278,-0.138864,-11.382035
1703068242,428216,0.205901,0.002394,-10.194510
1703068242,428233,0.395043,-0.251391,-9.320627
1703068242,428249,0.160412,0.442927,-9.890448
1703068242,428265,0.227449,0.021548,-10.472239
1703068242,428282,0.277727,0.114922,-9.911995
1703068242,428298,0.229843,0.019154,-9.938332
1703068242,428314,0.323217,0.043096,-9.605537
1703068242,428331,0.237026,0.081403,-9.823410
1703068243,428347,0.399832,0.129287,-9.782708
1703068243,428363,0.227449,0.059855,-9.524135
1703068243,428380,0.177171,0.112527,-9.871294
1703068243,428406,0.253785,0.007183,-9.696517
1703068243,428423,0.277727,-0.131681,-9.229648
1703068243,428439,0.026336,0.169988,-10.002975
1703068243,428455,0.122104,-0.007183,-9.033323
1703068243,428471,0.181959,0.086191,-9.964667
1703068243,428487,-0.131681,0.225055,-9.282320
1703068243,428503,0.167594,-0.002394,-9.550470
1703068243,428519,0.129287,0.035913,-9.686940
1703068243,428535,0.102951,0.136469,-9.117120
1703068243,428551,0.141258,0.079009,-9.430760
1703068243,428567,0.071826,0.119710,-9.291897
1703068243,428586,0.124498,0.136469,-9.557653
1703068243,428602,0.153229,0.112527,-9.294291
1703068243,428618,0.158017,0.050278,-9.421184
1703068243,428634,0.081403,0.052672,-9.572019
1703068243,428650,0.079009,0.105345,-9.519346
1703068243,428666,0.131681,0.086191,-9.327810
1703068243,428682,0.122104,0.153229,-9.485827
1703068243,428699,0.100556,0.074220,-9.593566
1703068243,428715,0.083797,0.045490,-9.531317
1703068243,428731,0.052672,0.071826,-9.646238
1703068243,428747,0.074220,0.057461,-9.806650
1703068243,428765,0.131681,0.090980,-9.612720
1703068243,428781,0.167594,0.076614,-9.787497
1703068243,428798,0.124498,0.064643,-9.694122
1703068243,428814,0.107739,0.000000,-10.151415
1703068243,428830,0.079009,-0.148441,-10.740389
1703068243,428846,0.079009,-0.126893,-10.625467
1703068243,428862,-0.169988,0.131681,-9.399636
1703068243,428878,0.330400,0.158017,-9.976639
1703068243,428894,0.651223,0.253785,-6.847417
1703068243,428911,-0.241814,-0.363919,-10.663774
1703068243,428927,-0.069432,0.014365,-7.129933
1703068243,428945,0.110133,-0.205901,-10.678140
1703068243,428961,0.220267,0.021548,-9.756371
1703068243,428977,0.418985,0.189142,-9.514558
1703068243,428994,-0.074220,0.241814,-9.490616
1703068243,429010,-0.404620,0.459687,-9.761160
1703068243,429026,0.421380,0.014365,-9.026140
1703068243,429042,0.126893,-0.035913,-10.187328
1703068243,429058,0.387861,0.210690,-8.264784
1703068243,429074,-0.294487,0.490811,-11.159374
1703068243,429090,0.495600,0.418985,-8.147469
1703068243,429106,-0.392649,0.074220,-11.252748
1703068243,429125,0.093374,0.057461,-8.104373
1703068243,429141,0.356736,0.002394,-10.153810
1703068243,429157,0.459687,0.083797,-8.765172
1703068243,429173,0.095768,0.289698,-9.780313
1703068243,429189,0.158017,0.356736,-9.454702
1703068243,429206,0.277727,0.282516,-9.409213
1703068243,429222,0.095768,0.275333,-10.022128
1703068243,429238,0.306458,0.220267,-9.085996
1703068243,429254,0.165200,0.071826,-10.345345
1703068243,429270,0.052672,0.222661,-8.786720
1703068243,429286,0.385466,0.102951,-10.393229
1703068243,429305,0.205901,0.098162,-8.561666
1703068243,429321,0.069432,0.045490,-10.333375
1703068243,429337,0.210690,0.090980,-8.774749
