Time,Angle,Distance
13:12:36.12040, 0.00, 0.00, 
13:12:37.12101, 177.19, 0.00, 
13:12:37.12101, 178.47, 0.00, 
13:12:37.12102, 186.50, 0.00, 
13:12:37.12103, 187.66, 0.00, 
13:12:37.12104, 181.73, 0.00, 
13:12:37.12105, 182.91, 1517.50, 
13:12:37.12105, 184.06, 1523.75, 
13:12:37.12110, 185.22, 1526.50, 
13:12:37.12111, 186.39, 1531.75, 
13:12:37.12112, 187.55, 1539.25, 
13:12:37.12113, 188.69, 1550.75, 
13:12:37.12114, 189.84, 1562.75, 
13:12:37.12114, 191.00, 1577.00, 
13:12:37.12115, 192.14, 1598.50, 
13:12:37.12120, 200.41, 0.00, 
13:12:37.12121, 201.56, 0.00, 
13:12:37.12122, 202.72, 0.00, 
13:12:37.12122, 203.88, 0.00, 
13:12:37.12123, 205.03, 0.00, 
13:12:37.12124, 206.19, 0.00, 
13:12:37.12125, 207.34, 0.00, 
13:12:37.12130, 208.52, 0.00, 
13:12:37.12130, 209.67, 0.00, 
13:12:37.12131, 210.83, 0.00, 
13:12:37.12132, 212.00, 0.00, 
13:12:37.12133, 213.16, 0.00, 
13:12:37.12134, 214.31, 0.00, 
13:12:37.12135, 215.47, 0.00, 
13:12:37.12135, 216.63, 0.00, 
13:12:37.12140, 217.78, 0.00, 
13:12:37.12141, 218.95, 0.00, 
13:12:37.12142, 220.11, 0.00, 
13:12:37.12143, 221.27, 0.00, 
13:12:37.12143, 222.42, 0.00, 
13:12:37.12144, 223.58, 0.00, 
13:12:37.12145, 224.75, 0.00, 
13:12:37.12150, 225.91, 0.00, 
13:12:37.12151, 227.06, 0.00, 
13:12:37.12151, 228.22, 0.00, 
13:12:37.12152, 229.38, 0.00, 
13:12:37.12153, 230.55, 0.00, 
13:12:37.12154, 231.70, 0.00, 
13:12:37.12155, 232.86, 0.00, 
13:12:37.12200, 234.03, 0.00, 
13:12:37.12201, 235.19, 0.00, 
13:12:37.12202, 236.34, 0.00, 
13:12:37.12203, 237.50, 0.00, 
13:12:37.12204, 238.66, 0.00, 
13:12:37.12204, 239.83, 0.00, 
13:12:37.12205, 240.98, 0.00, 
13:12:37.12210, 242.14, 0.00, 
13:12:37.12211, 243.30, 0.00, 
13:12:37.12212, 244.45, 0.00, 
13:12:37.12212, 245.61, 0.00, 
13:12:37.12213, 246.78, 0.00, 
13:12:37.12214, 247.94, 0.00, 
13:12:37.12215, 249.09, 0.00, 
13:12:37.12220, 250.25, 0.00, 
13:12:37.12221, 251.41, 0.00, 
13:12:37.12221, 252.58, 0.00, 
13:12:37.12222, 253.73, 0.00, 
13:12:37.12223, 254.89, 0.00, 
13:12:37.12224, 256.05, 0.00, 
13:12:37.12225, 257.20, 0.00, 
13:12:37.12225, 258.41, 0.00, 
13:12:37.12230, 259.56, 0.00, 
13:12:37.12231, 260.73, 0.00, 
13:12:37.12232, 261.89, 0.00, 
13:12:37.12233, 263.05, 0.00, 
13:12:37.12233, 264.20, 0.00, 
13:12:37.12234, 265.37, 0.00, 
13:12:37.12235, 266.53, 0.00, 
13:12:37.12240, 267.69, 0.00, 
13:12:37.12241, 268.86, 0.00, 
13:12:37.12241, 270.02, 0.00, 
13:12:37.12242, 271.17, 0.00, 
13:12:37.12243, 272.33, 0.00, 
13:12:37.12244, 273.50, 0.00, 
13:12:37.12245, 274.66, 0.00, 
13:12:37.12250, 275.81, 0.00, 
13:12:37.12250, 276.97, 0.00, 
13:12:37.12251, 278.14, 0.00, 
13:12:37.12252, 279.30, 0.00, 
13:12:37.12253, 280.45, 0.00, 
13:12:37.12254, 281.63, 0.00, 
13:12:37.12254, 282.67, 0.00, 
13:12:37.12255, 283.83, 0.00, 
13:12:37.12300, 284.98, 0.00, 
13:12:37.12301, 286.14, 0.00, 
13:12:37.12302, 287.30, 0.00, 
13:12:37.12302, 288.45, 0.00, 
13:12:37.12303, 289.61, 0.00, 
13:12:37.12304, 290.77, 0.00, 
13:12:37.12305, 291.92, 0.00, 
13:12:37.12310, 293.08, 0.00, 
13:12:37.12311, 354.53, 0.00, 
13:12:37.12311, 348.47, 0.00, 
13:12:37.12312, 349.58, 1881.00, 
13:12:37.12313, 350.73, 1876.25, 
13:12:37.12314, 351.91, 1874.00, 
13:12:37.12315, 353.08, 1876.25, 
13:12:37.12315, 354.25, 1875.00, 
13:12:37.12320, 355.37, 1873.50, 
13:12:37.12321, 356.58, 1873.50, 
13:12:37.12322, 357.72, 1873.00, 
13:12:37.12323, 358.87, 1875.25, 
13:12:37.12323, 0.06, 1878.50, 
13:12:37.12404, 1.19, 1878.50, 
13:12:37.12405, 2.33, 1883.25, 
13:12:37.12410, 3.48, 1889.25, 
13:12:37.12411, 4.67, 1893.25, 
13:12:37.12411, 5.81, 1905.25, 
13:12:37.12412, 6.95, 1909.50, 
13:12:37.12413, 8.11, 1911.75, 
13:12:37.12414, 9.30, 1925.50, 
13:12:37.12415, 10.44, 1937.00, 
13:12:37.12415, 11.52, 1942.00, 
13:12:37.12420, 12.67, 1944.00, 
13:12:37.12421, 13.80, 1959.25, 
13:12:37.12422, 14.92, 1975.25, 
13:12:37.12423, 16.09, 1986.00, 
13:12:37.12423, 17.27, 2004.00, 
13:12:37.12424, 18.39, 2025.75, 
13:12:37.12425, 19.55, 2046.50, 
13:12:37.12430, 20.70, 2059.75, 
13:12:37.12431, 21.83, 2082.75, 
13:12:37.12432, 22.98, 2106.00, 
13:12:37.12432, 24.16, 2122.75, 
13:12:37.12433, 25.28, 2150.75, 
13:12:37.12434, 26.44, 2184.75, 
13:12:37.12435, 27.56, 2210.00, 
13:12:37.12440, 28.69, 2231.25, 
13:12:37.12440, 29.86, 2260.25, 
13:12:37.12441, 30.98, 2288.00, 
13:12:37.12442, 32.13, 2326.75, 
13:12:37.12443, 40.67, 0.00, 
13:12:37.12444, 34.45, 2374.00, 
13:12:37.12445, 35.67, 2412.00, 
13:12:37.12445, 36.78, 0.00, 
13:12:37.12450, 37.92, 2530.50, 
13:12:37.12451, 39.06, 2575.50, 
13:12:37.12452, 40.22, 2621.00, 
13:12:37.12453, 48.83, 0.00, 
13:12:37.12453, 49.98, 0.00, 
13:12:37.12454, 51.14, 0.00, 
13:12:37.12455, 44.80, 0.00, 
13:12:37.12500, 45.94, 2939.00, 
13:12:37.12501, 47.08, 0.00, 
13:12:37.12502, 48.22, 3113.50, 
13:12:37.12502, 49.41, 3171.00, 
13:12:37.12503, 58.08, 0.00, 
13:12:37.12504, 59.25, 0.00, 
13:12:37.12505, 52.83, 0.00, 
13:12:37.12510, 53.95, 0.00, 
13:12:37.12510, 55.12, 3638.25, 
13:12:37.12511, 56.30, 3585.50, 
13:12:37.12512, 57.45, 3590.75, 
13:12:37.12513, 58.66, 3615.25, 
13:12:37.12514, 59.77, 0.00, 
13:12:37.12514, 60.94, 0.00, 
13:12:37.12515, 69.73, 0.00, 
13:12:37.12520, 70.89, 0.00, 
13:12:37.12521, 64.37, 0.00, 
13:12:37.12522, 65.50, 0.00, 
13:12:37.12523, 66.66, 4983.50, 
13:12:37.12523, 67.84, 4957.75, 
13:12:37.12524, 69.00, 13903.50, 
13:12:37.12525, 160.91, 1718.25, 
13:12:37.12530, 162.05, 1711.50, 
13:12:37.12531, 163.17, 1704.50, 
13:12:37.12531, 164.37, 1700.50, 
13:12:37.12532, 165.53, 1697.25, 
13:12:37.12533, 166.69, 1692.75, 
13:12:37.12534, 167.86, 1691.75, 
13:12:37.12535, 168.97, 1688.75, 
13:12:37.12540, 170.16, 1686.50, 
13:12:37.12540, 171.30, 1688.00, 
13:12:37.12541, 172.50, 1684.75, 
13:12:37.12542, 173.64, 1685.00, 
13:12:37.12543, 174.75, 1688.75, 
13:12:37.12544, 175.92, 1689.75, 
13:12:37.12544, 177.27, 0.00, 
13:12:37.12545, 178.47, 0.00, 
13:12:37.12550, 186.58, 0.00, 
13:12:37.12551, 187.73, 0.00, 
13:12:37.12552, 181.86, 0.00, 
13:12:37.12552, 183.02, 1517.50, 
13:12:37.12553, 184.16, 1525.25, 
13:12:37.12554, 185.28, 1528.00, 
13:12:37.12555, 186.47, 1534.00, 
13:12:37.13000, 187.62, 1542.00, 
13:12:37.13001, 188.78, 1551.75, 
13:12:37.13001, 189.94, 1562.75, 
13:12:37.13002, 191.09, 1573.75, 
13:12:37.13003, 192.17, 1595.25, 
13:12:37.13004, 200.45, 0.00, 
13:12:37.13005, 201.61, 0.00, 
13:12:37.13005, 202.77, 0.00, 
13:12:37.13010, 203.94, 0.00, 
13:12:37.13011, 205.09, 0.00, 
13:12:37.13012, 206.25, 0.00, 
13:12:37.13013, 207.41, 0.00, 
13:12:37.13013, 208.56, 0.00, 
13:12:37.13014, 209.72, 0.00, 
13:12:37.13015, 210.84, 0.00, 
13:12:37.13020, 212.00, 0.00, 
13:12:37.13021, 213.16, 0.00, 
13:12:37.13022, 214.31, 0.00, 
13:12:37.13022, 215.47, 0.00, 
13:12:37.13023, 216.63, 0.00, 
13:12:37.13024, 217.78, 0.00, 
13:12:37.13025, 218.94, 0.00, 
13:12:37.13030, 220.09, 0.00, 
13:12:37.13030, 221.25, 0.00, 
13:12:37.13031, 222.41, 0.00, 
13:12:37.13032, 283.69, 0.00, 
13:12:37.13033, 284.84, 0.00, 
13:12:37.13034, 286.00, 0.00, 
13:12:37.13034, 287.16, 0.00, 
13:12:37.13035, 288.31, 0.00, 
13:12:37.13040, 289.45, 0.00, 
13:12:37.13041, 290.61, 0.00, 
13:12:37.13042, 291.77, 0.00, 
13:12:37.13043, 292.92, 0.00, 
13:12:37.13043, 294.08, 0.00, 
13:12:37.13044, 295.22, 0.00, 
13:12:37.13045, 296.39, 0.00, 
13:12:37.13050, 297.53, 0.00, 
13:12:37.13051, 298.69, 0.00, 
13:12:37.13051, 299.84, 0.00, 
13:12:37.13052, 300.98, 0.00, 
13:12:37.13053, 302.14, 0.00, 
13:12:37.13054, 303.30, 0.00, 
13:12:37.13055, 304.45, 0.00, 
13:12:37.13055, 305.61, 0.00, 
13:12:37.13122, 306.84, 0.00, 
13:12:37.13122, 308.00, 0.00, 
13:12:37.13123, 309.16, 0.00, 
13:12:37.13124, 310.31, 0.00, 
13:12:37.13125, 311.47, 0.00, 
13:12:37.13130, 312.63, 0.00, 
13:12:37.13130, 313.78, 0.00, 
13:12:37.13131, 314.94, 0.00, 
13:12:37.13132, 316.09, 0.00, 
13:12:37.13133, 317.25, 0.00, 
13:12:37.13134, 318.41, 0.00, 
13:12:37.13134, 319.56, 0.00, 
13:12:37.13135, 320.72, 0.00, 
13:12:37.13140, 321.87, 0.00, 
13:12:37.13141, 323.03, 0.00, 
13:12:37.13142, 324.19, 0.00, 
13:12:37.13143, 325.34, 0.00, 
13:12:37.13143, 326.50, 0.00, 
13:12:37.13144, 327.66, 0.00, 
13:12:37.13145, 328.81, 0.00, 
13:12:37.13150, 330.03, 0.00, 
13:12:37.13151, 331.19, 0.00, 
13:12:37.13152, 332.34, 0.00, 
13:12:37.13152, 333.50, 0.00, 
13:12:37.13153, 334.66, 0.00, 
13:12:37.13154, 329.67, 0.00, 
13:12:37.13155, 329.83, 0.00, 
13:12:37.13200, 330.95, 1765.00, 
13:12:37.13200, 332.08, 0.00, 
13:12:37.13201, 333.22, 1877.50, 
13:12:37.13202, 334.39, 1860.25, 
13:12:37.13203, 335.58, 1850.00, 
13:12:37.13204, 336.73, 1836.50, 
13:12:37.13204, 337.89, 1826.00, 
13:12:37.13205, 339.06, 1825.25, 
13:12:37.13210, 340.22, 1818.00, 
13:12:37.13211, 341.38, 1806.50, 
13:12:37.13212, 342.56, 1797.50, 
