Time,Angle,Distance
13:12:36.11332, 0.00, 0.00, 
13:12:37.11352, 45.83, 0.00, 
13:12:37.11353, 54.66, 0.00, 
13:12:37.11354, 55.98, 0.00, 
13:12:37.11355, 57.31, 0.00, 
13:12:37.11355, 58.64, 0.00, 
13:12:37.11400, 59.97, 0.00, 
13:12:37.11401, 61.30, 0.00, 
13:12:37.11402, 62.62, 0.00, 
13:12:37.11403, 63.95, 0.00, 
13:12:37.11403, 65.28, 0.00, 
13:12:37.11404, 59.05, 0.00, 
13:12:37.11405, 60.34, 0.00, 
13:12:37.11410, 61.75, 0.00, 
13:12:37.11411, 62.98, 0.00, 
13:12:37.11411, 64.34, 4197.25, 
13:12:37.11412, 65.66, 4160.75, 
13:12:37.11413, 67.00, 4150.50, 
13:12:37.11414, 68.33, 4122.75, 
13:12:37.11415, 69.64, 4103.25, 
13:12:37.11420, 70.98, 4097.00, 
13:12:37.11420, 72.31, 4073.50, 
13:12:37.11421, 73.66, 4066.75, 
13:12:37.11422, 74.97, 4066.75, 
13:12:37.11423, 76.31, 4077.50, 
13:12:37.11424, 77.64, 4081.25, 
13:12:37.11424, 78.95, 4079.25, 
13:12:37.11425, 80.30, 4083.75, 
13:12:37.11430, 81.61, 4080.25, 
13:12:37.11431, 82.91, 4077.00, 
13:12:37.11432, 84.17, 0.00, 
13:12:37.11433, 85.52, 4678.00, 
13:12:37.11433, 86.84, 4677.25, 
13:12:37.11434, 88.17, 4669.75, 
13:12:37.11435, 89.48, 4704.25, 
13:12:37.11440, 90.81, 4727.50, 
13:12:37.11441, 94.45, 0.00, 
13:12:37.11441, 95.97, 530.50, 
13:12:37.11442, 97.39, 523.00, 
13:12:37.11443, 98.69, 518.50, 
13:12:37.11444, 99.92, 515.75, 
13:12:37.11445, 101.39, 515.50, 
13:12:37.11445, 102.75, 519.00, 
13:12:37.11450, 103.92, 524.25, 
13:12:37.11451, 105.19, 529.25, 
13:12:37.11452, 106.37, 535.25, 
13:12:37.11453, 107.17, 0.00, 
13:12:37.11454, 108.36, 692.75, 
13:12:37.11455, 115.69, 0.00, 
13:12:37.11500, 117.02, 0.00, 
13:12:37.11500, 118.33, 0.00, 
13:12:37.11501, 113.03, 0.00, 
13:12:37.11502, 113.56, 0.00, 
13:12:37.11503, 114.92, 0.00, 
13:12:37.11504, 116.27, 2271.25, 
13:12:37.11504, 117.59, 2266.25, 
13:12:37.11505, 126.27, 0.00, 
13:12:37.11510, 127.59, 0.00, 
13:12:37.11511, 121.47, 0.00, 
13:12:37.11512, 122.81, 2493.75, 
13:12:37.11512, 124.14, 0.00, 
13:12:37.11513, 132.87, 0.00, 
13:12:37.11514, 134.20, 0.00, 
13:12:37.11515, 128.14, 0.00, 
13:12:37.11520, 129.52, 2212.00, 
13:12:37.11520, 130.80, 2164.25, 
13:12:37.11521, 132.16, 2124.50, 
13:12:37.11522, 133.47, 2089.50, 
13:12:37.11523, 134.80, 2049.00, 
13:12:37.11524, 143.39, 0.00, 
13:12:37.11525, 144.72, 0.00, 
13:12:37.11525, 146.05, 0.00, 
13:12:37.11530, 147.36, 0.00, 
13:12:37.11531, 148.67, 0.00, 
13:12:37.11532, 150.00, 0.00, 
13:12:37.11533, 151.31, 0.00, 
13:12:37.11533, 152.64, 0.00, 
13:12:37.11534, 153.95, 0.00, 
13:12:37.11535, 155.28, 0.00, 
13:12:37.11540, 156.59, 0.00, 
13:12:37.11541, 157.92, 0.00, 
13:12:37.11541, 159.23, 0.00, 
13:12:37.11542, 160.56, 0.00, 
13:12:37.11543, 161.88, 0.00, 
13:12:37.11544, 163.25, 0.00, 
13:12:37.11545, 157.45, 0.00, 
13:12:37.11550, 158.77, 1699.25, 
13:12:37.11550, 160.11, 1690.75, 
13:12:37.11551, 161.41, 1682.00, 
13:12:37.11552, 162.70, 1675.25, 
13:12:37.11553, 164.03, 1673.25, 
13:12:37.11554, 165.36, 1673.75, 
13:12:37.11554, 166.69, 1671.00, 
13:12:37.11555, 175.14, 0.00, 
13:12:37.12000, 176.47, 0.00, 
13:12:37.12001, 170.64, 1662.00, 
13:12:37.12002, 247.92, 0.00, 
13:12:37.12003, 249.25, 0.00, 
13:12:37.12003, 250.58, 0.00, 
13:12:37.12004, 251.91, 0.00, 
13:12:37.12005, 253.23, 0.00, 
13:12:37.12010, 254.56, 0.00, 
13:12:37.12011, 255.87, 0.00, 
13:12:37.12011, 257.20, 0.00, 
13:12:37.12012, 258.56, 0.00, 
13:12:37.12013, 259.89, 0.00, 
13:12:37.12014, 261.22, 0.00, 
13:12:37.12015, 262.55, 0.00, 
13:12:37.12015, 263.87, 0.00, 
13:12:37.12020, 265.20, 0.00, 
13:12:37.12021, 266.53, 0.00, 
13:12:37.12022, 267.84, 0.00, 
13:12:37.12023, 269.17, 0.00, 
13:12:37.12023, 270.50, 0.00, 
13:12:37.12024, 271.83, 0.00, 
13:12:37.12025, 273.16, 0.00, 
13:12:37.12030, 274.48, 0.00, 
13:12:37.12031, 275.81, 0.00, 
13:12:37.12031, 277.14, 0.00, 
13:12:37.12032, 278.47, 0.00, 
13:12:37.12033, 279.80, 0.00, 
13:12:37.12034, 281.13, 0.00, 
13:12:37.12035, 282.34, 0.00, 
13:12:37.12040, 283.66, 0.00, 
13:12:37.12040, 284.98, 0.00, 
13:12:37.12041, 286.30, 0.00, 
13:12:37.12042, 287.63, 0.00, 
13:12:37.12043, 288.94, 0.00, 
13:12:37.12044, 290.27, 0.00, 
13:12:37.12044, 291.59, 0.00, 
13:12:37.12045, 292.91, 0.00, 
13:12:37.12111, 294.22, 0.00, 
13:12:37.12112, 295.55, 0.00, 
13:12:37.12112, 296.86, 0.00, 
13:12:37.12113, 298.19, 0.00, 
13:12:37.12114, 299.50, 0.00, 
13:12:37.12115, 300.83, 0.00, 
13:12:37.12120, 302.16, 0.00, 
13:12:37.12120, 303.47, 0.00, 
13:12:37.12121, 304.80, 0.00, 
13:12:37.12122, 306.16, 0.00, 
13:12:37.12123, 307.48, 0.00, 
13:12:37.12124, 308.81, 0.00, 
13:12:37.12125, 310.13, 0.00, 
13:12:37.12125, 311.45, 0.00, 
13:12:37.12130, 312.78, 0.00, 
13:12:37.12131, 314.09, 0.00, 
13:12:37.12132, 315.42, 0.00, 
13:12:37.12133, 316.75, 0.00, 
13:12:37.12133, 318.06, 0.00, 
13:12:37.12134, 313.62, 0.00, 
13:12:37.12135, 314.89, 660.00, 
13:12:37.12140, 322.05, 0.00, 
13:12:37.12141, 323.36, 0.00, 
13:12:37.12141, 324.69, 0.00, 
13:12:37.12142, 326.00, 0.00, 
13:12:37.12143, 327.33, 0.00, 
13:12:37.12144, 328.66, 0.00, 
13:12:37.12145, 330.03, 0.00, 
13:12:37.12145, 331.34, 0.00, 
13:12:37.12150, 332.67, 0.00, 
13:12:37.12151, 334.00, 0.00, 
13:12:37.12152, 335.33, 0.00, 
13:12:37.12153, 329.48, 0.00, 
13:12:37.12154, 330.91, 0.00, 
13:12:37.12154, 332.20, 1620.00, 
13:12:37.12155, 340.62, 0.00, 
13:12:37.12200, 334.81, 13135.50, 
13:12:37.12201, 126.86, 7631.50, 
