timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,anglX,anglY,anglZ
0.0,0,0,1,0.14,-0.09,-0.03,0.03,0,-14.77
6.578947368421052,0,-0.01,1,0.16,0.02,0.07,0.02,0,-14.77
13.157894736842104,-0.01,0,1,-0.12,-0.06,0.04,0.01,0.01,-14.77
19.736842105263158,0,0,1,-0.01,0.1,-0.09,0.01,0,-14.77
26.31578947368421,0,-0.01,1,-0.01,0.05,-0.09,0.01,0,-14.77
32.89473684210526,0,0,1,0.22,-0.04,-0.04,0.01,0,-14.77
39.473684210526315,0,0,0.99,0.02,-0.03,0.04,0.01,0,-14.77
46.05263157894736,0,0,1,-0.24,-0.09,-0.01,0.01,0,-14.77
52.63157894736842,0,0,1,-0.04,0.07,0.08,0.02,0,-14.77
59.21052631578947,0,0,1,0.11,0.1,0.08,0.02,0,-14.77
65.78947368421052,0,0,1.01,-0.02,0.02,-0.1,0.02,0,-14.77
72.36842105263158,0,0,1,0.24,-0.09,-0.1,0.02,0,-14.77
78.94736842105263,0,0,1,-0.08,-0.06,-0.13,0.03,0,-14.77
85.52631578947368,0,0.01,1,0.08,0.08,0.08,0.04,0,-14.77
92.10526315789473,0,-0.01,1,-0.13,-0.1,-0.04,0.03,0,-14.77
98.68421052631578,0,0,1,-0.08,0.08,0.07,0.03,0,-14.77
105.26315789473684,0,0,1,-0.04,0.08,-0.09,0.03,0,-14.77
111.84210526315789,0,0.01,1.01,0.05,-0.04,-0.07,0.03,0,-14.78
118.42105263157895,0,0,1,-0.04,0.08,0.08,0.03,0,-14.77
124.99999999999999,0,0,1,0.11,0.08,0.05,0.03,-0.01,-14.77
131.57894736842104,0,0,1,0.14,0.08,0.04,0.03,-0.01,-14.77
138.1578947368421,0,0,1,-0.12,-0.06,-0.24,0.03,0,-14.78
144.73684210526315,-0.01,0,1,0.05,0.04,0.04,0.03,0,-14.78
151.3157894736842,0,0,1,0.02,-0.03,-0.09,0.03,0.01,-14.78
157.89473684210526,0,0,0.99,0.04,-0.12,0.04,0.03,0,-14.78
164.4736842105263,0,0.01,1.01,-0.13,0.04,-0.24,0.04,0,-14.78
171.05263157894737,0,0,0.99,-0.01,-0.13,0.19,0.03,0,-14.78
177.6315789473684,0,0,0.99,0.05,-0.21,-0.04,0.03,0,-14.78
184.21052631578945,0.01,0,1,-0.01,0.11,-0.01,0.03,-0.01,-14.78
190.78947368421052,0,0,1.01,0.02,0.17,-0.06,0.03,-0.01,-14.78
197.36842105263156,0,0,1,0.17,0.04,-0.07,0.03,-0.01,-14.78
203.94736842105263,0,0.01,1,0.1,-0.01,0,0.04,-0.01,-14.78
210.52631578947367,0,0,0.99,0.01,-0.03,-0.04,0.03,-0.01,-14.78
217.1052631578947,0,0.01,1,0.07,-0.22,-0.06,0.04,-0.02,-14.78
223.68421052631578,-0.01,0,1,-0.04,0.11,-0.16,0.04,-0.01,-14.78
230.26315789473682,0,0.01,1,-0.07,-0.03,0.02,0.05,-0.01,-14.78
236.8421052631579,0,0.01,1,0.28,-0.07,0,0.06,-0.01,-14.78
243.42105263157893,0,0,0.98,0.11,-0.19,-0.07,0.05,-0.02,-14.78
249.99999999999997,0,0,1,0.07,0.17,0.22,0.06,-0.02,-14.78
256.57894736842104,-0.01,0,1,0.11,0.02,-0.04,0.06,-0.01,-14.78
263.1578947368421,0,0,1,-0.07,0.04,-0.07,0.06,-0.01,-14.78
269.7368421052631,0,0,0.99,-0.13,-0.15,-0.01,0.06,-0.01,-14.78
276.3157894736842,0.01,0,1.01,-0.01,-0.04,0,0.06,-0.02,-14.78
282.89473684210526,0,0,1,-0.12,0.07,-0.19,0.06,-0.02,-14.78
289.4736842105263,0,0,1,0.02,-0.03,-0.04,0.05,-0.01,-14.78
296.05263157894734,0,0,1,0.05,0.07,-0.07,0.05,-0.02,-14.78
302.6315789473684,-0.01,0,1,0.02,0.04,0.02,0.06,-0.01,-14.78
309.2105263157895,0,0,1,-0.08,-0.06,-0.06,0.06,-0.01,-14.78
315.7894736842105,0,0,1,-0.13,0,-0.07,0.06,-0.01,-14.78
322.36842105263156,0,0,1,-0.05,0.04,-0.09,0.05,-0.01,-14.78
328.9473684210526,-0.01,0,0.99,-0.02,-0.03,0.07,0.05,0,-14.78
335.52631578947364,0,0,1,-0.01,-0.12,-0.1,0.05,0,-14.78
342.10526315789474,0,0.01,1,0.02,-0.04,0.11,0.05,0,-14.78
348.6842105263158,0,0,1,0.05,0.02,-0.06,0.05,0,-14.78
355.2631578947368,0,0,1,0.01,0.1,0,0.05,0,-14.78
361.84210526315786,0,0.01,1,-0.07,-0.1,0.05,0.05,-0.01,-14.78
368.4210526315789,0,0,1,-0.02,0.02,0.02,0.05,-0.01,-14.78
375.0,0,0,1,0.08,-0.13,-0.12,0.05,-0.01,-14.78
381.57894736842104,0,0,1,-0.12,-0.07,0.16,0.04,-0.01,-14.78
388.1578947368421,0,0,1,0.01,-0.1,-0.06,0.04,-0.01,-14.78
394.7368421052631,0.01,-0.01,0.99,0.17,0.13,0.17,0.03,-0.02,-14.78
401.31578947368416,0,-0.01,0.99,-0.01,-0.01,0.1,0.03,-0.02,-14.78
407.89473684210526,0,0,1,0.07,-0.15,-0.15,0.03,-0.02,-14.78
414.4736842105263,0,0,1,0.16,0.08,0.07,0.02,-0.02,-14.78
421.05263157894734,0,0,0.99,-0.04,0.22,-0.16,0.02,-0.02,-14.78
427.6315789473684,0,0,1,0.11,-0.09,0.05,0.02,-0.02,-14.78
434.2105263157894,0,0,0.99,-0.18,-0.07,0.07,0.02,-0.02,-14.78
440.7894736842105,0,0,1,0.05,0.05,-0.03,0.02,-0.02,-14.78
447.36842105263156,0,0,1,-0.01,-0.1,-0.1,0.02,-0.02,-14.78
453.9473684210526,0,0,1,-0.12,0.08,0.11,0.02,-0.02,-14.78
460.52631578947364,0.01,0,0.99,-0.08,-0.26,0.05,0.02,-0.03,-14.78
467.1052631578947,0,0,1,0.02,-0.15,0,0.03,-0.03,-14.78
473.6842105263158,0,0,1,0.11,0.04,-0.16,0.03,-0.03,-14.78
480.2631578947368,0,0,0.99,0.02,0,0.02,0.03,-0.03,-14.78
486.84210526315786,0,-0.01,1,-0.01,-0.13,0.14,0.03,-0.03,-14.78
493.4210526315789,0,0,1,-0.01,0.05,-0.18,0.03,-0.03,-14.78
499.99999999999994,0,0,0.99,0.01,0.23,-0.13,0.03,-0.03,-14.78
506.57894736842104,0,0,0.99,0.04,0.11,0.14,0.03,-0.04,-14.78
513.1578947368421,0,0,1.01,0.11,-0.09,0.1,0.03,-0.04,-14.78
519.7368421052631,0,0,1,-0.07,0.05,0.05,0.03,-0.03,-14.78
526.3157894736842,0,0,1,-0.12,0.11,-0.03,0.03,-0.02,-14.78
532.8947368421052,0,0,1,-0.01,0.04,0.07,0.03,-0.03,-14.78
539.4736842105262,0,0,1.01,-0.05,0.02,0.08,0.02,-0.02,-14.78
546.0526315789473,0,0,1.01,-0.01,0.04,-0.13,0.02,-0.03,-14.78
552.6315789473684,0.01,0,1.01,0.19,0.13,-0.01,0.03,-0.04,-14.78
559.2105263157895,0,0,1,0.07,0.13,0.1,0.02,-0.04,-14.78
565.7894736842105,0,0,1,0.1,-0.09,-0.03,0.02,-0.03,-14.78
572.3684210526316,0,0,1,-0.02,-0.24,0.1,0.02,-0.03,-14.78
578.9473684210526,0,0,1,-0.02,-0.03,0.02,0.02,-0.03,-14.78
585.5263157894736,0,0,1,-0.04,-0.06,-0.12,0.02,-0.03,-14.78
592.1052631578947,0,0,1,0.02,-0.04,0.11,0.02,-0.03,-14.78
598.6842105263157,0,0,0.99,0.05,-0.06,-0.07,0.02,-0.04,-14.78
605.2631578947368,0,0,1,0.08,0.04,-0.09,0.03,-0.04,-14.78
611.8421052631578,0,0,0.99,-0.01,-0.06,-0.03,0.03,-0.04,-14.78
618.421052631579,0,0,1.01,-0.04,-0.13,-0.03,0.03,-0.04,-14.78
625.0,0,0.01,1,-0.19,-0.1,-0.13,0.03,-0.04,-14.78
631.578947368421,0,0,1,0.07,0.05,0.08,0.04,-0.04,-14.78
638.1578947368421,0,-0.01,1,0.08,-0.01,-0.13,0.03,-0.05,-14.78
644.7368421052631,0,0,0.99,-0.02,0,0.1,0.02,-0.05,-14.78
651.3157894736842,0.01,0,1,0.01,-0.03,-0.09,0.02,-0.05,-14.78
657.8947368421052,0.01,0,1,-0.01,-0.09,-0.16,0.02,-0.06,-14.78
664.4736842105262,0.01,0,1,-0.12,0.07,0,0.02,-0.06,-14.78
671.0526315789473,0,0,1.01,-0.01,0.08,0,0.02,-0.06,-14.78
677.6315789473683,0,0,0.99,0.02,-0.09,0.02,0.01,-0.05,-14.78
684.2105263157895,-0.01,0,1.01,-0.01,-0.15,-0.03,0.02,-0.04,-14.78
690.7894736842105,0,0,1.01,-0.16,0.08,-0.19,0.02,-0.04,-14.78
697.3684210526316,-0.01,0,0.99,-0.05,0.07,0.05,0.02,-0.03,-14.78
703.9473684210526,0,0,1,-0.02,0.28,0.14,0.02,-0.03,-14.78
710.5263157894736,0,0,1,-0.04,0.14,-0.1,0.01,-0.03,-14.78
717.1052631578947,0,-0.01,1,-0.02,-0.03,0.05,0,-0.03,-14.78
723.6842105263157,0,0,1,0.02,0.13,0.07,0,-0.03,-14.78
730.2631578947368,0,0,0.99,-0.15,-0.04,0.08,0,-0.03,-14.78
