timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ,anglX,anglY,anglZ
0.0,0,0,1.01,0.05,-0.01,-0.07,0.01,0.01,-4.39
6.578947368421052,-0.01,0,1.01,0.08,-0.06,0.02,0.01,0.02,-4.39
13.157894736842104,0,0,0.99,0.01,-0.06,-0.06,0.01,0.02,-4.39
19.736842105263158,0,-0.01,1,-0.15,-0.16,-0.12,0,0.01,-4.39
26.31578947368421,0,0,1,-0.07,-0.15,-0.09,0.01,0.01,-4.39
32.89473684210526,0,0,0.99,0.01,0.05,-0.04,0,0.01,-4.39
39.473684210526315,0,0,0.99,-0.05,0.07,-0.01,0,0.01,-4.39
46.05263157894736,0,0,1,-0.05,0.17,-0.03,-0.01,0.01,-4.39
52.63157894736842,0,0,1,0.16,0.07,-0.09,0,0.01,-4.39
59.21052631578947,0,0,0.99,-0.16,-0.01,0.02,0,0.01,-4.39
65.78947368421052,0,0,0.99,-0.02,0.05,0.04,0,0.01,-4.39
72.36842105263158,0,0,1,0.04,0.07,0.07,0,0.01,-4.39
78.94736842105263,0,0,1,-0.12,0.04,-0.13,0,0.02,-4.39
85.52631578947368,0,0,1.01,0.14,0.02,-0.06,0,0.01,-4.39
92.10526315789473,0.01,0,1,0.01,0.13,-0.07,0.01,0.01,-4.39
98.68421052631578,0,0,1,0.04,-0.06,0.05,0.01,0,-4.39
105.26315789473684,-0.01,0,1.01,-0.04,0,-0.01,0.01,0.01,-4.39
111.84210526315789,0,0,1,-0.02,0.05,0,0.01,0.01,-4.39
118.42105263157895,0,0,1,-0.05,-0.1,0,0.01,0.01,-4.39
124.99999999999999,0,0,1,0.17,-0.01,-0.21,0.01,0,-4.39
131.57894736842104,-0.01,0,1,0.14,0.05,-0.01,0.01,0.01,-4.39
138.1578947368421,0,0,0.99,0.14,0.02,-0.1,0.01,0.02,-4.4
144.73684210526315,0,0.01,1.01,-0.02,0.26,-0.1,0.02,0.01,-4.4
151.3157894736842,0,0,0.99,0.19,-0.1,-0.06,0.02,0.02,-4.4
157.89473684210526,0,0,0.99,0.16,0.04,0.02,0.02,0.02,-4.4
164.4736842105263,0,0,1,-0.02,-0.04,0.05,0.02,0.02,-4.4
171.05263157894737,0,0,1,-0.07,0.04,-0.03,0.02,0.03,-4.4
177.6315789473684,-0.01,0,0.99,0.04,0,-0.09,0.02,0.03,-4.4
184.21052631578945,0,0,0.99,0.04,-0.12,0,0.02,0.03,-4.4
190.78947368421052,0,0,1,-0.04,0,-0.09,0.02,0.03,-4.4
197.36842105263156,0.01,0,1,0.02,0.05,-0.09,0.02,0.02,-4.4
203.94736842105263,0,0.01,1.01,-0.1,-0.01,-0.01,0.03,0.02,-4.4
210.52631578947367,0,0,0.99,0.11,0.1,-0.06,0.03,0.02,-4.4
217.1052631578947,0,0,0.99,0.02,0.1,0.13,0.03,0.02,-4.4
223.68421052631578,0,0.01,1.01,0.05,0,-0.18,0.03,0.02,-4.4
230.26315789473682,0,0,1,0.04,0.07,-0.1,0.03,0.02,-4.4
236.8421052631579,0,0,1,0.16,0.14,-0.03,0.04,0.02,-4.4
243.42105263157893,0,0,1,-0.13,-0.15,0.02,0.03,0.02,-4.4
249.99999999999997,0,0,1.01,-0.16,-0.04,-0.16,0.04,0.02,-4.4
256.57894736842104,-0.01,0,1,-0.08,-0.06,0.08,0.03,0.03,-4.4
263.1578947368421,0,0.01,1,0.02,-0.01,0.1,0.04,0.03,-4.4
269.7368421052631,0,0,1,-0.05,-0.06,-0.15,0.03,0.03,-4.4
276.3157894736842,0,0,1,0.08,0.07,-0.09,0.03,0.03,-4.4
282.89473684210526,0,0,1,-0.07,-0.19,-0.01,0.03,0.03,-4.4
289.4736842105263,-0.01,0,1,-0.12,0.11,-0.26,0.03,0.04,-4.4
296.05263157894734,0,-0.01,1.01,0.16,-0.16,0.19,0.02,0.04,-4.4
302.6315789473684,0,0,1.01,0.08,0.13,-0.06,0.03,0.04,-4.4
309.2105263157895,0,0,1,0.02,0,0.05,0.03,0.04,-4.4
315.7894736842105,0,0,0.99,0.05,0.05,0.07,0.03,0.04,-4.4
322.36842105263156,0,0,1,0.07,0.02,-0.04,0.04,0.04,-4.4
328.9473684210526,-0.01,0,1,0.04,0.14,0.14,0.04,0.05,-4.4
335.52631578947364,0,0,1.01,-0.04,-0.01,0,0.04,0.05,-4.4
342.10526315789474,0,0,1,0.07,0.08,-0.04,0.04,0.06,-4.4
348.6842105263158,0,-0.01,1,-0.13,-0.19,-0.03,0.03,0.06,-4.4
355.2631578947368,0,0,1,0.02,-0.01,0.04,0.02,0.05,-4.4
361.84210526315786,0,0,1,0.02,-0.01,-0.09,0.02,0.06,-4.4
368.4210526315789,0,0,1,0.14,-0.09,-0.1,0.02,0.05,-4.4
375.0,0,-0.01,1,-0.01,-0.07,-0.03,0.01,0.05,-4.4
381.57894736842104,0,0,1.01,-0.16,0.1,-0.09,0.01,0.05,-4.4
388.1578947368421,0,0,1,0.05,0,0.05,0.02,0.05,-4.4
394.7368421052631,0,0,1,0.17,0.1,-0.06,0.02,0.04,-4.4
401.31578947368416,0,0,0.99,0.04,0.19,0.04,0.02,0.05,-4.4
407.89473684210526,0,0,1,-0.04,0.13,-0.13,0.02,0.05,-4.4
414.4736842105263,0,0,0.99,0.13,0.19,0.1,0.02,0.05,-4.4
421.05263157894734,-0.01,0,1,-0.15,-0.18,-0.06,0.02,0.06,-4.4
427.6315789473684,0,0,1,0.08,-0.01,0.02,0.01,0.05,-4.4
434.2105263157894,0,0,1,-0.04,-0.27,-0.01,0.02,0.05,-4.4
440.7894736842105,0,0,1,0.13,-0.16,-0.07,0.01,0.04,-4.4
447.36842105263156,-0.01,0,1,0.19,0.16,-0.13,0.02,0.05,-4.4
453.9473684210526,0,0,1,0.16,0.04,-0.16,0.01,0.06,-4.41
460.52631578947364,0,0,1,0.02,-0.03,-0.06,0.02,0.05,-4.41
467.1052631578947,-0.01,0,0.99,0.19,0.02,0.07,0.02,0.06,-4.4
473.6842105263158,0,0,1.01,0.04,0.19,-0.07,0.02,0.06,-4.41
480.2631578947368,0,0,1.01,0.04,-0.1,-0.03,0.02,0.05,-4.41
486.84210526315786,0.01,0,1,-0.01,0.1,-0.13,0.01,0.04,-4.41
493.4210526315789,0,0,1,0.05,-0.04,0.11,0.01,0.05,-4.41
499.99999999999994,0,0,1,-0.05,0,-0.04,0.01,0.05,-4.41
506.57894736842104,0,0,1.01,-0.02,0.07,-0.18,0.01,0.05,-4.41
513.1578947368421,0,0,1,-0.1,0.08,0,0.01,0.05,-4.41
519.7368421052631,0,0,1,0.01,0.14,-0.07,0.02,0.05,-4.41
526.3157894736842,0,0,1,0.02,-0.03,-0.13,0.02,0.06,-4.41
532.8947368421052,0,0,1,0.14,-0.22,-0.29,0.02,0.06,-4.41
539.4736842105262,0,0,1,0.05,0.07,0,0.02,0.06,-4.41
546.0526315789473,0,0,0.99,0.04,0.07,-0.01,0.02,0.05,-4.41
552.6315789473684,0,0,0.99,0.14,0.07,0.16,0.02,0.05,-4.41
559.2105263157895,0.01,0,1.01,0.05,0.13,-0.15,0.02,0.05,-4.41
565.7894736842105,0,0,0.99,0.05,-0.07,0.07,0.02,0.05,-4.41
572.3684210526316,0,0,0.99,-0.18,0.11,0.19,0.02,0.05,-4.41
578.9473684210526,0,0,1,0.05,-0.04,-0.04,0.02,0.05,-4.41
585.5263157894736,0,0,1,-0.05,0.11,-0.24,0.02,0.05,-4.41
592.1052631578947,0.01,0,1,0.02,-0.06,-0.03,0.01,0.05,-4.41
598.6842105263157,0,0,0.99,0.08,0.02,-0.09,0.01,0.05,-4.41
605.2631578947368,0,0,1,0.14,0.04,0.05,0.01,0.04,-4.41
611.8421052631578,0,0,1,-0.01,-0.13,-0.04,0.01,0.04,-4.41
618.421052631579,0,0.01,0.99,0.07,0.04,-0.07,0.02,0.04,-4.41
625.0,0,0,1,-0.01,-0.12,-0.09,0.02,0.03,-4.41
631.578947368421,0,0,1,-0.02,-0.04,0.08,0.01,0.03,-4.41
638.1578947368421,0,0,1,0.07,-0.16,0,0.02,0.03,-4.41
644.7368421052631,0,0,1,0.01,-0.15,-0.13,0.02,0.03,-4.41
651.3157894736842,0,0,1,-0.01,0.08,-0.09,0.02,0.03,-4.41
657.8947368421052,0,0,1,-0.07,0.2,-0.12,0.02,0.03,-4.41
664.4736842105262,0,0,1,0.14,0.14,-0.19,0.02,0.04,-4.42
671.0526315789473,0.01,0,1,0.01,0.08,-0.26,0.02,0.03,-4.42
677.6315789473683,0,0,1,-0.01,0.11,0,0.03,0.03,-4.42
684.2105263157895,0,0,1,-0.05,-0.03,0.05,0.02,0.03,-4.42
690.7894736842105,0,0.01,1,-0.08,0.07,-0.09,0.03,0.03,-4.42
697.3684210526316,0,0,1.01,-0.01,0.1,-0.07,0.03,0.03,-4.42
703.9473684210526,0,0,1,-0.07,0.16,-0.09,0.03,0.03,-4.42
710.5263157894736,0,0,0.99,0.05,-0.07,-0.06,0.03,0.02,-4.42
717.1052631578947,0,0,1.01,0.01,0.02,-0.15,0.03,0.02,-4.42
723.6842105263157,0,0,1.01,-0.01,-0.09,-0.06,0.03,0.03,-4.42
730.2631578947368,0,0,0.99,-0.16,-0.13,0.02,0.03,0.03,-4.42
736.8421052631578,0,0,1,0.01,-0.1,0.02,0.03,0.02,-4.42
743.4210526315788,0,0,1,-0.1,0.14,0.02,0.03,0.02,-4.42
750.0,0,0,1,0.08,-0.12,-0.24,0.03,0.02,-4.42
756.578947368421,-0.01,-0.01,1,-0.01,0.17,0.08,0.02,0.03,-4.42
763.1578947368421,0,0,0.99,0.02,0.07,0.1,0.02,0.03,-4.42
769.7368421052631,0.01,0,1,0.13,0.17,0.05,0.02,0.02,-4.42
776.3157894736842,0,0,1,-0.07,-0.01,0.04,0.02,0.02,-4.42
782.8947368421052,0.01,0,1,-0.07,-0.01,-0.06,0.02,0.02,-4.42
789.4736842105262,0,0,1,0.07,-0.09,-0.01,0.02,0.02,-4.42
796.0526315789473,0,0,1.01,0.1,-0.04,0.08,0.02,0.01,-4.42
802.6315789473683,0,0,1,-0.12,-0.16,-0.18,0.03,0.01,-4.42
809.2105263157894,0,0,1,-0.02,0,-0.03,0.03,0.01,-4.42
815.7894736842105,0,0,1,0.04,0.14,-0.07,0.03,0,-4.42
822.3684210526316,0,0,1,0.1,-0.09,-0.09,0.03,0,-4.42
828.9473684210526,0.01,0,1,0.21,0,-0.03,0.03,-0.01,-4.42
835.5263157894736,0,0,1,0.1,-0.13,0,0.04,-0.02,-4.42
842.1052631578947,0,0,1,0.01,0.02,0.08,0.03,-0.01,-4.42
848.6842105263157,0,0,1,-0.1,-0.06,-0.18,0.03,-0.01,-4.42
855.2631578947368,0,0,1,-0.07,-0.03,-0.06,0.03,-0.01,-4.42
861.8421052631578,0,0,1,-0.04,0.04,0.04,0.03,-0.02,-4.42
868.4210526315788,0,0,1,0.07,0.05,0.04,0.03,-0.02,-4.42
875.0,0,0,1,0.17,0.16,0.02,0.02,-0.02,-4.42
881.578947368421,0,0,1,-0.08,0.07,0.02,0.02,-0.02,-4.42
888.1578947368421,0,-0.01,1,-0.08,0.04,-0.15,0.01,-0.02,-4.42
894.7368421052631,0,0,1,0.04,0,0.05,0.01,-0.01,-4.42
901.3157894736842,-0.01,0,1,-0.07,0.22,0,0.01,0,-4.42
907.8947368421052,0,0,1,-0.18,-0.07,0,0.01,0,-4.42
914.4736842105262,0,0,0.99,0.1,0.16,-0.03,0.02,0,-4.42
921.0526315789473,0.01,0,1,-0.07,-0.01,0.05,0.01,0,-4.42
